title,revenue,screen,open,country,mpaa,genre,plot
프랑켄슈타인: 불멸의 영웅,2.063326622E9,2495.0,2014,미국,12세관람가,액션,신조차 두려워한 불멸의 존재  프랑켄슈타인  인류를 구원할 거대한 전쟁이 시작된다  인간세계를 두고 200년간 계속된  가고일  선 과  데몬  악 의 전쟁  인간이 창조해낸  아담  프랑켄슈타인 을 통해 영생을 얻고 인간세계를 파괴하려는  데몬 의 무차별한 공격은 더욱 거세지고   아담 은 자신의 목숨을 위협하는  데몬 에게 반격을 가하며 그들을 하나씩 처단한다  더욱 치열해진 전쟁  인간세계를 지키려는  가고일 은  아담 과 함께  데몬  군단을 없애려 하지만  아담 의 비밀이 담긴 연구일지가  데몬 의 손에 넘어가면서 더 큰 위기가 닥치게 된다  이를 막으려는  아담 은 홀로  데몬  군단의 근거지로 침입하고  최후의 결전을 치르던 중 자신의 거대한 비밀과 강력한 힘을 깨닫게 되는데 
페인리스,3.9852E7,159.0,2013,기타,18세관람가,드라마,고통을 느끼지 못하는 것만큼 무서운 것은 없다  1931년  한 마을에서 고통을 전혀 느끼지 못하는 아이들이 통제불능의 위험한 존재라는 이유로 외딴 병원에 격리 수용된다  시간이 흘러 현재  교통사고로 아내를 잃고 백혈병 선고를 받은 저명한 신경외과 의사 다비드는 살 수 있는 유일한 방법인 골수이식을 받기 위해 부모님을 찾아가지만 자신이 입양아였다는 충격적인 사실을 알게 된다  골수이식을 위해 친부모를 찾아 나선 그는 그 과정에서 고통을 느끼지 못하는 아이들이 겪었던 끔찍한 과거와 마주하게 되고 결코 알고 싶지 않았던 자신의 과거에 관련된 잔혹한 진실을 알게 되는데   올해 가장 충격적인 결말이 펼쳐진다 
데어 윌 비 블러드,3.8743E7,43.0,2008,미국,15세관람가,스릴러,야망과 탐욕  폭력과 사랑  성공과 실패의 대서사시  1898년 지독한 알콜 중독자에 부인도 없이 홀로 아들을 키우며 아무도 거들떠 보지 않는 황무지 사막 한가운데서 금을 캐는 무일푼 광부  어느날 이곳에서 그는 석유 유전을 발굴하면서 일확천금의 행운을 누리게 된다  야심찬 석유 개발과 함께 시작된 야망과 꿈은 어느새 탐욕과 폭력으로 바뀌게 되고  쉴새 없이 샘솟는 석유와는 반대로 이들 사이에는 사랑과 존경  희망  믿음 등이 사라져만 가는데 
인비져블 2: 귀신소리찾기,1016500.0,25.0,2011,한국,15세관람가,공포,매일 밤 들리는 죽은 그녀의 목소리    다섯 음절이 맞춰지는 순간 진짜 공포가 시작된다  여동생과 남편을 교통사고로 잃고 홀로 살고 있는 금자  어느 날부턴가 자신의 집에서 죽은 여동생의 목소리가 끊임없이 들리자  한 방송국의 미스터리 전담 취재팀과 음향전문가를 집으로 불러들인다  그러나 문제의 소리는 들리지 않고  급기야 음향전문가와 금자와의 첨예한 갈등으로 제작팀 철수가 결정된다  그때 불현듯 정확히 다섯 곳에서 정체불명의 목소리가 포착되는데  자신의 집에서 죽은 여동생의 소리가 들린다는 이금자  그녀는 미스터리 전담 취재팀을 집안으로 불러들인다  그러나 귀신소리는 들리지 않고 서로간의 갈등만 심화된다  취재팀이 철수하자마자 정체불명의 여자 음성이 녹음기에 잡힌다   To find out a message from the sound  she asked the mystery reporting team of a cable TV for help While the sound was not recorded  conflicts alone with one another were deepening  When they were about to leave  a woman´s voice was captured 
밍크코트,7597000.0,76.0,2012,한국,15세관람가,드라마,화려하지만 무거운  따뜻하지만 잔인한    당신에게 가족은 어떤 의미입니까  우유배달로 홀로 억척스럽게 살고 있는 현순은 남들에게 밝히기 어려운 비밀이 있다  그 비밀을 아는 사람은 의식불명으로 병원에 입원중인 노모와  만삭의 딸 수진뿐  어느 날  현순은 언니와 남동생이 노모의 연명치료를 중단하자고 이야기하자 거세게 반발하며 분노의 말을 내뱉는다  현순의 비밀을 눈치채고 있던 가족들은 현순이 이단의 종교에 빠졌다고 결론 짓고  현순을 따돌리려는 작전을 세운다  결국 가족들은 그 작전에 성공하고 드디어 연명치료를 중단 하려는 순간  이들을 도왔던 현순의 딸 수진이 갑자기 엄마 편을 들며 상황이 점점 꼬이기 시작하는데 
가필드-마법의 샘물,3.448565E8,600.0,2009,미국,전체관람가,기타, 큰웃음 대회 에서 매년 우승을 차지하며 잔뜩 거만해진 고양이  가필드   엇  그런데 이게 왠 일   더 이상 가필드의 유머에 사람들이 웃지 않게 된 것   여기에 엎친데 덮친 격으로 여친  알린 까지 제멋대로인 가필드 대신 다른 대회 파트너를 찾는다  완전 충격 먹은 우리의 가필드는 절친  오디 와 함께 한 모금이면  큰 웃음  빵 터지게 해준다는  마법의 샘물 을 찾아 신비의 숲으로 모험을 떠나게 된다  과연 우리의 못말리는 뚱보 고양이 가필드는 잃어버린 웃음을 되찾고 여친  알린 의 사랑과  큰웃음 대회  1위의 영광을 차지할 수 있을까 
아델라인 : 멈춰진 시간,2.71471618E8,1640.0,2015,미국,12세관람가,판타지,100년째 29살  아델라인의 시간이 멈췄다  우연한 사고 이후 영원히 늙지 않게 된 아델라인은 올해로 107세가 됐지만  여전히 29세의 미모를 간직하고 있다  자신의 정체를 수상하게 여기는 사람들을 피해 10년마다 신분과 거주지를 바꾸며 외롭게 살아가던 아델라인은 새해 전야 파티에서 만난 엘리스와 사랑에 빠지게 된다  자신의 삶을 저주라고 생각하는 아델라인은 그에게 자신의 비밀을 고백하려 하는데  시간이 멈춘 아델라인의 사랑은 다시 시작 될 수 있을까 
하와이언 레시피,8678500.0,30.0,2012,기타,12세관람가,드라마,달콤한 냄새가 나는 호노카아 마을 나를 쉬게 하고 싶다면 이곳으로 오세요  소원을 이루어준다는  달무지개 를 보러 하와이 북쪽  호노카아 마을에 찾아온 레오는 여자친구와 다투고 이별을 맞는다  이후 호노카아를 다시 찾은 레오는 작은 영화관에서 일하며 과묵한 극장 주인 버즈와 먹보 에델리 부부  괴짜 요리사 비이 할머니  여배우를 동경하는 고이치 할아버지 등 독특한 매력을 지닌 마을 사람들과 친해지게 된다  젊은 시절 남편과 사별한 비이는 고양이밥을 몰래 먹은 레오를 위해 매일 정성스런 식탁을 준비하고 자신의 요리를 맛있게 먹는 그를 보며 기쁨을 느낀다  한편 이국적이고 아름다운 머라이어에게 첫눈에 반하게 된 레오  비이는 그런 레오를 보며 알 수 없는 감정에 사로잡히게 되는데 
슬리핑 뷰티,736500.0,18.0,2008,한국,18세관람가,드라마,이한나 감독은  여자 김기덕 이다    지독하다  불편하다  당혹스럽다  6학교 도연은 외할머니 장례식장에서 사촌 상준과 만나 성적인 장난으로 시간을 보낸다  장례 마지막날 밤 둘은 근처 학교 빈교실에 잠입하게 되고 서투른 첫경험을 치루는데   자식도 남편도 없이 치매 아버지와 사는 50줄의 이례는 조류독감이 창벌하자 키우던 모든 오리를 살처분하기에 이른다  거기다 대소변조차 가리지 못하는 아버지가 이례의 손을 자신의 성기에 대며 자위를 해달라며 아가처럼 응석을 부리는데   전문브로커를 통해 밀입국한 17살 수진은 시골 농장으로 입양되던 날  양아버지로부터 강간을 당하고 그와 같은 방을 쓰게 된다  계속되는 성폭력속에서 자신과 동질감을 가진 집안의 손자와 교감을 나누며 위안을 얻는다  임신말기의 어느 날 양아버지로부터 자비없는 폭력을 당하고 어느새 그들앞에 피묻은 식칼이 놓이는데    대산대학문학상  2005    시나리오부문 당선 / 서울독립영화제  Seoul Independent Film Festival   2007 
프란치스코,9.4670749E7,1192.0,2016,기타,12세관람가,드라마,평범한 신부가 전세계인이 사랑하는 자리에 오르기까지  프란치스코 교황의 숨겨진 이야기가 눈 앞에 펼쳐진다  로마로 향하는 기차 안  바티칸 취재 기자  아나 는 우연히 남미의 베르골리오 신부를 만나게 된다  이를 인연으로 친구가 된  아나 는 그에게 평범한 청년에서 지금에 이르기까지 지난 날의 이야기를 듣게 된다    아나 가 듣게 된 베르골리오 신부의 이야기는 어머니의 반대에도 불구  사제의 길을 걷기 시작한 청년 시절로 시작된다  첫 눈에 반한 여인과의 만남  갖은 협박과 외압의 위기도 있었지만  이 때 마다 베르골리오 신부는 흔들리지 않고 가난하고 소외된 자들과 함께 세상으로 나아간다  그리고 대주교로서 정년 퇴직만을 기다리고 있던 어느 날  베르골리오는 교황을 선출하는 선거 콘클라베의 강력한 후보로 오르게 되는데     모든 이들의 축복과 함께 그가 우리 곁에 옵니다 
아들,1.653541E9,1882.0,2007,한국,전체관람가,드라마,아버지가 기대 울 수 있는 그 곳  아들    낯설고   설레고   서툰    15년만에 처음  아버지와 함께 한 하루   처음으로 나를 보고 웃어줍니다 가슴이 먹먹해집니다   15년을 기다린 눈부신 하루   아들을 만나러 갑니다 D 7일 이제 일주일 남았습니다  나는 죄를 저지른 대가로 남은 평생을 감옥에서 보내야만 하는 무기수입니다  오늘 나에게 기적과도 같은 일이 생겼습니다  마치 하느님이 내게 주시는 마지막 선물인 듯 나라에서 하루 동안의 휴가를 허락해준 것입니다  이제 나에게도  기다림 이라는 간절한 희망이 생겼습니다  단 하루 동안이지만  이제 드디어 아들을 만나러 갈 수 있습니다  D 5일  아버지가 오신대   오늘 뜻밖의 편지가 한 통 도착했습니다  그 사람이 온다고 합니다  나의 아 버 지  그는 살인자입니다  그의 얼굴도  목소리도  냄새도  전혀 기억이 나지 않습니다   아버지 는 나의 일상 속에 이름뿐인 존재입니다  D 4일 하이~ 방가방가  완전 반갑삼  박교도관님이 신세대 대화법을 가르쳐줬습니다  오랜만이삼  완전 반갑다     낯설고 어색하지만  아들 녀석과 얘기를 나누려면 배워두는 편이 좋을 것 같습니다  세상에서 가장 특별한 나의 아 들  그 녀석에게 해주고 싶은 말들이 너무 많아 하루 종일 머릿속을 맴돕니다  미안하다   사랑한다   고맙다   하나하나 가슴 속에 새기며 다짐하듯 준비해봅니다  D 2일 삼차 방정식   근의공식    언제부턴가 공식을 외우면 맘이 편해집니다  너무 두렵습니다  그의 얼굴을 어떻게 바라보아야 할까요    할머니는 내가  아버지 를 닮지 않아 다행이라고 습관처럼 말씀하시곤 했습니다  치매가 있는 할머니는  이제 아들이 온다는 소식에도 눈만 껌벅거리십니다  그 사람이 오기로 한 시간이 이제 이틀밖에 남지 않았습니다  D 1일 나 하루밖엔 없잖아요    이제 하루만 지나면 아들을 만날 수 있습니다  생각할 수록 가슴이 터질 듯 설레고 떨립니다  하지만 한편으로는 막상 아들의 얼굴을 보면 무슨 얘기부터 시작해야 할지 막막하기만 합니다  단 하루 동안  아들과 함께 무엇을 할 수 있을까요  너무나 보고 싶은데  도무지 애를 써봐도 녀석의 얼굴이 그려지지 않습니다  1분 1초가 너무 느리게만 흘러갑니다  아들을 만나기까지의 일주일이라는 시간이  지금껏 이곳에서 보낸 15년보다도 훨씬 길게 느껴집니다 
우리 집에 왜 왔니,9.86747E8,1410.0,2009,한국,15세관람가,드라마,보면 볼 수록 수상한 그녀 3년 동안 자살 시도에 줄곧 실패만 해온 병희  드디어 정말 죽으려는 순간  정체불명의 여자  이수강이  다녀왔습니다  라며 병희집에 당당하게 쳐들어온다  수상한 그녀  수강은 마당에 꼭 묻어야 할 놈이 있다며 병희에게 조용히 지낼 것을 강요하는데  도대체 그녀는 왜 우리 집에 쳐들어왔을까  맘대로 죽지도 못하고  온 몸이 묶인 채 자기집에 감금당하는 신세가 된 병희  수강이 우리집에 쳐들어온지도 3주가 훌쩍 지나고  끼니 때마다 식사를 대령하는 수강 덕분에 감금생활에 익숙해져가는 병희  그런데 수강은 먹고  잠자는 시간 외에는 하루 종일 오페라 글라스로 창 밖의 누군가의 집을 감시한다  도대체 그녀는 뭘 하는 걸까  병희는 감시가 소홀한 틈을 타  자신을 묶고 있는 끈으로 수강을 포박하는 데 성공한다  경찰에 수강을 신고하지도 않고  우리집에서 도망가지도 않는 병희는 그녀에 대한 호기심에 수강을 돕겠다고 나선다  이제  이수강의 수상한 비밀이 밝혀지는데 
노란 코끼리,7494500.0,21.0,2013,기타,15세관람가,멜로,만나자마자 결혼한  츠마 와  무코 의 러브스토리  젊은 부부  츠마 아내  와  무코 남편  는 도쿄에서 시골의 작은 마을로 내려와 결혼 생활을 한다  소설가인  무코 는 틈틈이 노인요양시설에서 일을 하고  집안 일만 하는  츠마 는 근처 밭에서 야채를 재배하며 평화로운 시간을 보낸다  매일 일기를 쓰는  무코 와 그가 쓰는 일기가 궁금하지만 내색하지 않는  츠마   첫 눈에 반해 결혼을 결심하고 부모님의 반대에도 불구하고 결혼을 한  츠마 와  무코 는 부부지만 서로의 비밀을 알지 못한다  그렇게 결혼 후 서로에 대해 조금씩 알아가던 어느 날   무코  앞으로 발신자 없는 한 통의 편지가 온다    제발  무코씨를 돌려주세요    제발  아내를 구해주십시오   라는 편지를 받은  무코 는  츠마 에게 도쿄에 갔다 오겠다고 말하고 훌쩍 떠나버린다  그리고 도쿄에 도착한  무코 는 과거에 사랑했던  미도리 의 남편  나츠베 에게 그녀의 이야기를 듣게 된다   미도리 를 일으켜 줄 사람은  무코  뿐이라고 이야기하는  나츠메 와  무코 가 오기만을 하염없이 기다리는  츠마   과연 그들은 자신들의 사랑을 끝까지 지켜낼 수 있을까 
베이트,8.33555E7,339.0,2013,기타,15세관람가,공포,폐허 속에 들이닥친 또 다른 공포  놈들에게서 살아남아야 한다  평화로운 오후  순식간에 불어 닥친 끔찍한 쓰나미는 아름다운 해변 도시를 휩쓸어 버린다  폐허가 된 대형 마트에서 생존자는 단 13명  이미 헤어졌던 연인과 현재의 연인  그리고 사이가 좋지 않은 부녀  마트에 침입했던 강도와 경찰까지  저마다의 사연이 있는 그들을 미끼로 노리는 포식자의 공격이 시작된다 
홈,2986500.0,33.0,2009,기타,전체관람가,기타,45억년의 진화를 거친 지구에게 우리는 감당하기 힘들 정도의 충격을 가하고 있다  과도하게 소비하고 있으며 지구의 자원을 고갈시키고 있다  하늘에서 볼 때  지구의 상처는 명백히 드러난다   홈 HOME 은 지구의 상처를 꾸밈없이 보여주고 그 해결책을 제시한다  그리고 이 영화는 한편으로 우리의 능력을 보여준다  환경에 맞추어 바뀌거나  환경을 바꾸는 능력을  이 영화의 부제는  비관론에 빠져있을 시간이 없다 라고 할 수 있다  우리는 우리의 세계를 바꾸어놓을 중요한 선택의 기로에 서있다  자  그렇다면 이제 어느 쪽으로 우리의 능력을 발전시킬 수 있을까 
위아영,3.12223487E8,1578.0,2015,미국,15세관람가,코미디, 당신에게 젊음이란  현재진행형  과거완료형   뉴욕의 저명한 다큐멘터리 감독 조쉬 벤 스틸러 와 그의 아내 코넬리아 나오미 왓츠 는 지나치게    평화로운 일상을 보내던 중  자유로운 영혼의 힙스터 커플 제이미 아담 드라이버 와 다비 아만다 사이프리드 를 만나면서 마치 20대의 젊은 날로 돌아간 듯 하루하루가 파란만장하다  하지만 만남이 거듭되면서 일상에 돌파구가 될 줄 알았던 생활이 또 다른 짐처럼 느껴지자 조쉬 부부는 혼란에 빠지는데 
그 강아지 그 고양이,2.1518E7,199.0,2013,한국,12세관람가,멜로,태초에 개와 고양이  그리고 남자와 여자가 있었다  애니메이터 우주  웹툰 작가 보은은 주인 잃은 고양이와 개를 각자 기르게 된다  동물병원에서 마주 친 뒤  이 연애는 다를 것이라 믿으며 사귀기 시작하는 두 사람  하지만 화성과 금성처럼  개와 고양이처럼 달라도 너무 다른 그 남자와 그 여자  이 연애 괜찮을까   고양이 같은 여자와 개 같은 남자의 엇박자 연애 그 강아지  그 고양이
누구나 제 명에 죽고 싶다,2623500.0,45.0,2013,한국,18세관람가,드라마,모든 것을 잃었다  멈출 수 없다  정수기 외판원 석호 최원영 분 는 부모 없이 동생 진호와 함께 생활한다  철없는 진호는 형이 마련해 준 대학원 등록금 500만원을 고스란히 술집마담 희영 김이정 분 에게 빌려주고 형에게 시치미를 떼나 곧 들키고 만다  어느 날 갑자기 석호는 동생 진호가 죽었다는 연락을 받는다  진호도  싸움을 한 듯한 상대 남자도 함께 죽었단다  무슨 일이었을까  석호는 동생의 사인을 알기 위해 희영이 있는 술집을 찾아가고 첫 만남에서 그녀에게 묘한 매력과 위안을 느낀다  하지만 그녀 주변에는 늘 많은 남자들이 있고  그 와중에 사건의 전말을 알아버린 석호는 모순된 욕망과 짙은 분노가 뒤섞인 감정을 주체하지 못한다  그는 마치 몇 달을 굶주린 하이에나처럼 이성을 잃고 금방이라도 무언가를 집어 삼킬 듯한 눈빛으로 서서히 변해가고  누군가를 쫓기 시작한다 
마린스키 발레 지젤 3D,6047000.0,17.0,2012,기타,전체관람가,기타,춤을 좋아하는 시골처녀 지젤은 그녀에게 반해 농민으로 변장하고 찾아온 알프레히트 백작과 사랑에 빠지지만 약혼녀 마틸다 공주가 있는 것을 알게 되고  결국 배신에 대한 슬픔을 이기지 못하고 죽게 된다  지젤의 죽음에 죄책감을 느낀 알프레히트가 지젤의 무덤을 찾아오지만 처녀로 죽은 영혼 윌리 들이 알프레히트를 유혹하여 죽이려 하자 영혼이 된 지젤이 이를 막고 백작을 보호한다  알프레히트는 지젤의 도움으로 목숨을 구하고 새벽이 오자 떠나려는 그녀를 잡으려 하지만  지젤은 끝내 사라지게 된다     2010년 러시아 상트 페테르부르크 마린스키 극장 공연 실황   세계 최초로 제작된 3D 발레 콘텐츠
더 게스트,9.63588E7,1390.0,2018,기타,18세관람가,공포,비가 세차게 내리는 어느 날 밤  벨이 울렸다  교통사고로 남편과 청각을 잃은  세라 는 아무도 없는 집에 혼자 산다  평범한 저녁을 보내려던 찰나  뜻밖의 벨이 울린다  차가 고장 났다며 전화를 빌려 달라는 의문의 손님은 거짓말로 상황을 모면하려던  세라 에게 섬뜩한 한 마디를 건네는데   정체불명의 공포로 가득 찬 밤이 시작된다 
나의 서른에게,1.88959E7,373.0,2017,기타,15세관람가,드라마,포기하기엔 어리고 도전하기엔 너무 커버린 스물 아홉  그리고  반길수도 밀어낼 수도 없는  곧  서른   폭풍 커리어  꽤 예쁜 외모  번듯한 직장  안정적인 연애  근데   서른 이 여자의  끝 이라고  아니  내가 괜찮다는데  왜 늬들이 지X이야    잠깐  근데 나 정말 괜찮은 거 맞지   29+1 냉정과 열정 사이에 선 너무 다른 두 여자  과연 곧 다가올 우리의 서른은 안녕할 수 있을까 
내 눈에 콩깍지,3.722245E8,813.0,2009,한국,12세관람가,멜로,아무도 못 말리는 연애증후군  내 눈에 콩깍지    이 남자  뭔가 단단히 씌었다  잘생긴 외모와 능력을 갖춘 세계적인 건축가  강태풍   어느 날 교통사고를 당하고  후유증으로  일시적 시각장애 를 진단 받는다  즉  추녀와 미녀를 구분하지 못하는 것  그때 그의 눈앞에 아름다운 여인  왕소중 이 나타나고  태풍은 그녀에게 첫 눈에 반한다  하지만 실제 그녀는 외모적으로 결점 많은 동물 잡지사 기자  태풍의 증세를 알 리 없는 소중은 난생 처음으로 겪어보는 완벽남의 대쉬에 당황하면서도  운명 같은 그의 매력에 푹 빠져든다  그렇게 사랑을 키워가던 어 느 날  소중이 출장을 떠난 사이 태풍의 후유증은 자연스레 완쾌된다  이 사실을 모른 채 설레는 마음으로 태풍을 기다리는 소중  그러나 태풍은 바로 눈 앞에 그녀를 두고도 전혀 알아보지 못하는데    
모래와 안개의 집,2.0703E7,129.0,2005,미국,15세관람가,드라마,그들이 집착하는 희망은 결코 공유할 수 없는 것이다  북부 캘리포니아의 한 바닷가  캐시는 제니퍼 코넬리  아버지가 30여년동안 돈을 모아 마련한 집에서 이혼의 충격을 딛고 새로운 인생을 모색하며 힘겹게 살아간다  그러던 어느 날  일주일 뒤에 집을 찾아오겠다는 엄마의 전화에 아침 잠을 설치던 캐시의 집에 법원직원과 경찰이 들이닥친다  세금 체납으로 집이 경매로 넘어갔다며 퇴거 명령을 내린다  캐시는 집이 경매로 넘어가는 것을 막으려 변호사를 찾지만 이란 출신의 이민자 베라니  벤킹슬리 가 자신의 전 재산을 털어 그 집을 헐값에 사들인다  베라니는 전망 좋은 이 집을 수리해 비싼값에 되팔아 재기를 노린다  그러나 아무도 자신을 도울 수 없는 처지에 놓인 캐시는 레스터 론 엘다드 라는 경찰의 도움으로 집을 다시 찾으려 하지만 집을 둘러싼 싸움은 점차 심해지고  베라니의 부인  소레 아그다슬루 과 아들 에스마일 조나단 아두트 까지 혼란에 빠지며 걷잡을 수 없는 파국으로 빠져드는데   
포켓몬 레인저와 바다의 왕자 마나피,3.946985E8,712.0,2006,기타,전체관람가,기타,포켓몬 사상 최대의 미션  세계 정복을 꿈꾸는 해적에 맞서 전설의 보물을 지켜라  전설 속 바다 신전  아크셔 에 숨겨져 있는 보물  바다의 왕관   바다의 왕자  마나피 를 수호하는 미션을 수행 중인 포켓몬레인저  잭 워커 를 만나 함께 여행을 시작한 지우 일행  그러나  바다의 왕관을 얻기 위해 환상의 포켓몬 마나피를 노리는 악당 해적  팬텀 톨프 의 습격을 받게 된다  결국 마나피는 팬텀에게 납치되고 아크셔와 바다의 왕관은 영원히 사라질 위기를 맞게 되는데   과연 잭과 지우 일행은 팬텀을 무찌르고 마나피와 바다의 왕관을 지켜낼 수 있을것인가  
퀸카로 살아남는 법,4.089525E8,310.0,2004,미국,15세관람가,코미디,돌아서면 밟아버릴껄   ″뒷통수 조심해라~″ 동물학자인 아버지를 따라 아프리카에서 성장한 케이디  린제이 로한 분 는 일리노이즈의 고등 학교로 전학을 오게 된다  케이디가 전학 온 고등학교에는 레지나 레이첼 맥아담스 분  라는 퀸카가 그녀의 매력을 주무기로 학교의 여왕으로 군림을 하고 있었다  레지나는 케이디가 지닌 미모와 지성이 자신이 누리고 있는 교내  여왕벌 의 위치를 위협할 수 있다고 판단하고 그녀를 감시할 목적으로 케이디에게 접근을 하여 둘은 친구가 된다  케이디는 수학시간에 만난 남학생 애런 사무엘  조나단 베넷 분  에게 한눈에 반하여 그와 사귀려는 노력을 하지만 그는 바로 레지나의 헤어진 남자 친구였다  케이디가 애런에게 관심이 있는 것을 안 레지나는 고의로 그들의 사이를 방해하고 케이디에게 모욕감을 느끼게 한다  이 일을 계기로 케이디는 레지나를 극도로 미워하게 되고 둘 사이에는 서로상대를 꺽기 위한 숨막히는 권모술수가 동원된 팽팽한 대결이 시작되는데 
디셈버,859000.0,29.0,2014,한국,15세관람가,멜로, 1월  이라는 자막이 뜨면 두 남녀가 새벽 도심을 걷고 있다  무의미하고 사소한 말장난을 나누며 그들은 걷는다  러브 스토리인가   2월    3월  자막이 뜨고 이어지는 상황들은 시간 연대기가 뒤바뀌고 관계가 얽히는 가운데 관객을 살짝 혼란에 빠트린다  서사구조의 뒤틀림을 통해 정서의 무늬를 남기고자 하는 특이한 시도의 영화다   제14회 전주국제영화제 
홍길동 2084,2.23135E7,218.0,2011,한국,전체관람가,기타,슈퍼 히어로  홍길동  그가 돌아왔다  악의 무리를 물리치고 미래도시를 구하라  2084년  최첨단의 도시 율도시티  어린 시절 형 일동의 미움을 받고 쫓겨나 버려진 비행선에서 꼬마 철이와 함께 살고 있는 홍길동  어느 날  숲 속에서 공격을 받고 위험에 빠진 미모의 여전사 하령을 구해주게 되고  율도시티의 사람들에게 홍일동의 무자비한 악행이 행해지고 있다는 사실을 알게 된다  홍일동과 몬스터 군단으로 인해 위험에 빠진 율도시티를 구하기 위해 길동은 단짝 철이  산적단 3인방과 함께 몰래 도시로 돌아가는데  과연  길동은 무시무시한 몬스터 군단과 홍일동을 물리치고  율도시티를 구할 수 있을까 
에델과 어니스트,3.41429E7,248.0,2018,기타,12세관람가,기타,1920년대 런던의 한 우유 배달부와 가정부  여느 보통의 남녀가 서로 사랑에 빠진다  40년간 영국이 겪었던 격변의 소용돌이 속에도 변함없던 특별한 사랑이 따스한 한 폭의 그림으로 펼쳐진다   눈사람 아저씨 의 원작자로 유명한 레이먼드 브릭스의 부모  에델과 어니스트에 대한 동화 같은 실화 
고양이 춤,3.75483E7,153.0,2011,한국,전체관람가,기타,길고양이 파파라치가 된 두 남자의 수줍은 고백 어느 날 고양이가  우리 마음속으로 들어왔습니다 어느 날 우연히 그러나 운명처럼  길 위의 고양이들에게 마음을 열게 된 남자들이 있다  한 남자는 시인이자 여행가이고  또 한 남자는 CF감독  시인은 사진기로 길고양이들을 매일매일 받아 적기 시작하고  CF감독은 비디오카메라로 길고양이들을 뒤쫓으며 그들에게 밥 주는 사람들을 만난다  두 남자는 자주 보게 되는 고양이들에게는 이름도 지어주고  밥도 챙기기 시작한다  그렇게 조금씩 서로의 거리를 좁혀가는 길고양이들과 두 남자  하지만 그들을 향한 세상의 시선이 곱지만은 않다는 걸 깨닫는데  문득 두 남자는 길고양이들의 길 위의 삶을 영화로 만들기로 결심한다  인간의 체온은 36 5도  고양이의 체온은 37 5도  길고양이들을 향한 세상 사람들의 마음의 온도가 1도만  그렇게 조금만 더 따뜻해지기를 바라면서   
케이크메이커,5.02054E7,401.0,2018,기타,15세관람가,드라마,사랑을 잃은 자들  서로를 끌어안다 세상 어딘가 홀로인 우리 모두를 위한 달콤하고 진득한 위로 한 조각 사랑의 흔적을 찾아 이국 땅으로 향한 파티쉐  토마스  사랑을 잃고 안간힘으로 버티는 카페 여주인  아나트  사랑을 떠나기로 결심한 케이크 애호가  오렌  그리고  그들을 치유하는 달콤한 블랙 포레스트 케이크    사랑의 본질에 관한 가장 섬세하고 아름다운 이야기가 시작된다 
헤이와이어,3.26957324E8,1340.0,2012,미국,15세관람가,액션,국가는 그녀를 버렸다   아무도 믿지 마라   말로리 케인 은 미국 정부에 고용된 고도로 훈련된 여성 첩보요원이다  스페인  바르셀로나 에서 임무를 수행하던 그녀는 억류되어있던 중국 기자를 구출해내는데 성공하고  또 다른 극비 미션을 수행하기 위해 아일랜드의  더블린 으로 파견된다  하지만  더블린 에서의 계획은 빗나가고  말로리 는 자신이 배신당했다는 것과 자신의 가족이 위험에 처했다는 사실을 알게 된다  그녀는 암살자들에게 자신의 모든 일거수일투족이 감시 당하고 있음을 직감하고 도망칠 수 밖에 없는 상황에 직면하고  살아남기 위해서는 반드시 진실을 밝혀야만 하는데   그녀를 노리는 이는 누구이며  감춰진 진실은 과연 무엇인가 
스타: 빛나는 사랑,2975000.0,29.0,2012,한국,12세관람가,멜로,그녀를 위한 단 한번의 콘서트가 시작된다  아시아 최고의 스타 로미와 가요계 퀸이라 불리는 민정의 합동 공연이 열리는 일본의 한 공연장  화려한 무대와 왠지 안 어울리는 순수한 분위기의 여성이 공연장 주변을 헤매다 로미의 대기실로 들어가게 된다  민정의 친구이자 미국에서 패션 디자인 공부를 하고 15년만에 귀국한 그녀는 스타인 로미를 알아보지 못하고 천연스럽게 민정의 대기실을 물어본다  그런 아라의 모습에 묘한 매력을 느끼는 로미 그러나 아라에게는 늘 마음속에 품고 있던 뮤즈 라는 남자가 있었다  그리고 이들 사이에 연예계 스캔들 메이커 수지가 나타나 자신의 재기를 위해 모종의 음모를 꾸미는데 
마리 앙투아네트,2.5488E7,14.0,2007,미국,15세관람가,드라마,화려해서 더욱 외로웠던 베르사유의 장미   끝나지 않는  그녀를 둘러싼 진실과 거짓 오스트리아의 공주 마리 앙투아네트는 동맹을 위해 프랑스의 황태자 루이 16세와 정략결혼을 하고 베르사유에 입궐한다  완전히 다른 세상에 들어선 그녀는 새로운 생활에 대한 기대로 설레지만  무관심한 남편과 프랑스 귀족들의 시기심으로 점차 프랑스에서의 생활에 외로움을 느끼고 지쳐만 간다  세상에서 가장 유명한 그녀  마리 앙투아네트  사치와 허영이라는 타이틀  다른 남자들과의 스캔들  굶주려가는 국민들에게 케이크를 먹으라고 외쳤다는 루머  진실은 무엇일까  세상이 궁금해 한 그녀의 모든 것이 밝혀진다 
