title,revenue,screen,open,country,mpaa,genre,plot
마신자 - 빨간 옷 소녀의 저주,7.09572E7,718.0,2016,기타,15세관람가,공포,20년 동안 베일에 싸인 대만 최고의 미스터리 사건  대만을 강타한 충격 공포 실화가 온다    미안해  미안해  미안해    허쯔웨이가 여자친구 션이쥔에게 프로포즈를 한 그 시각  그의 할머니가 갑자기 사라진다  다음 날 한동안 실종되었던 할머니의 친구가 나타나 그에게 연신 사과를 하는데  불길한 느낌에 그는 할머니를 찾기 시작한다    내가 이름을 불렀어  웨이의 이름을 불렀어    며칠 후  이쥔은 응급실로부터 연락을 받는다  실종되었던 할머니를 찾았다는 것  응급실에 도착을 했지만 웨이는 보이지 않고 어딘가에 홀린 할머니는 웨이의 이름을 부르며 횡설수설한다  며칠이 지나도 나타나지 않는 그를 찾아 나선 이쥔은 이 모든 사건이 빨간 옷 소녀에 대한 도시괴담과 연관되었음을 직감하는데  소녀는 누구이고 도대체 왜  이런 일이 벌어지는 것일까   빨간 옷 소녀의 저주  이름이 불리는 순간  당신도 벗어날 순 없다 
짐승,1914000.0,15.0,2011,한국,18세관람가,스릴러,단 하나뿐인 동생이 사라졌다  남은 시간은 단 하루  지금부터 난 짐승이 된다   특수수색대 태훈에게 동생 보라는 세상에 단 하나뿐인 가족  그러던 어느 날 동생 보라가 실종되는 사건이 벌어지고  포르노 인터넷 방송에서 생중계 되는 보라의 충격적인 모습을 발견하게 된다  태훈은 곧바로 동생이 실종된 자취를 추적하기 시작하고  그녀에게 가까이 갈수록 그들의 파렴치한 행각에 점점 미쳐가는데  그에게 남은 시간은 단 하루  점점 짐승으로 변해가는 한 남자의 지독한 복수가 시작된다  
여자들,9420200.0,222.0,2017,한국,15세관람가,드라마,시형씨  여기 잠깐 있어도 돼요  고양이를 찾아온 여빈 시형씨  근데 왜 완성 안 했어요  길에서 스친 서진 시형씨  뭘 그렇게 자꾸 기다려요  서점에서 만난 수진 시형씨  좋아하는 여자 있어요  미팅에서 본 이든 시형씨  정말 좋아하는 거죠  오키나와에서 마주한 소니  어떤 계절 어느 날  우연히 마주친 특별한 여자들 작가  시형 의 오늘은 어제와 다르다  찾고 기다리다 만난 아주 근사한 우연 젊은 날의 썸데이 필름  여자들 
나이트 버스,1749000.0,7.0,2008,기타,15세관람가,코미디,오직 자신만을 믿는 미모의 도둑 레이라는 언제나처럼 한 남자를 유혹해 여권과 돈을 훔치는데 성공한다  그러나 곧이어 무서운 마피아 조직과 국가 정보기관의 요원들이 그녀를 쫓기 시작하고 훔친 여권과 지갑을 돌려줬지만 여전히 그들의 추적은 계속된다  달아나던 그녀는 프란츠가 운전하는 나이트버스에 뛰어들고  프란츠는 아름다운 마지막 승객 레이라와 하룻밤을 보낸 뒤 영문도 모른 채 함께 도망친다  집요하게 추격하는 마피아와 정부 요원들을 피해 달아나면서 아무도 믿지 않던 레이라는 프란츠에게 점점 호감을 느끼고  나이트 버스의 백미러만 보면서 살던 프란츠는 그녀와 함께 할 미래를 꿈꾼다  섹시한 팜므파탈 레이라와 내일을 꿈꾸는 프란츠의 로맨스는 이루어질 수 있을까 
호텔룸,435500.0,33.0,2017,기타,18세관람가,멜로,여섯 커플의 色다른 에로스 1942년  영국의 식민지였던 싱가포르를 일본이 점령하며 위기에 놓인 비밀스런 두 연인의 이야기부터 시작해  신년 파티 도중 약물 과용으로 사망한 데미안 신과 그가 사랑했던 메이드 이므라의 이야기  가정이 있지만 다른 남자를 사랑하는 마리코의 이야기 등  여섯 커플의 에로틱한 스토리가 펼쳐진다 
기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,1.6115E7,281.0,2018,기타,12세관람가,기타,우주세기 0079년 1월 23일  루움에서 지온 공국군과 지구 연방군의 전투가 시작된다  지온군 에이스 파일럿 샤아 아즈나블은 월등한 전투력의 붉은색 모빌 슈트  자크 로 엄청난 전과를 올리며 모두에게  붉은 혜성 이라 불리게 된다  한편  지구 연방군은  V작전 을 계획하고  사이드 7에서는 아무로 레이가 신병기  건담 의 비밀에 다가가지만   
더블샤크,8350000.0,22.0,2013,미국,18세관람가,공포,프랭클린 교수가 이끄는 바다 위 선상에서의 수업에 등록한 17명의 학생이  시 킹 호 를 타고 솔로몬 제도로 향한다  하지만 항해 도중 배가 상어와 부딪히면서 선체에 금이 가는 사고가 발생한다  승무원 일행이 파손된 배를 용접하는 사이  프랭클린 교수와 학생들은 근처에 있던 환초에서 하루 정도 묵기로 한다  한편 배를 용접하기 위해 바다로 들어간 부선장 로라는 머리가 두 개 달린 돌연변이 상어에게 잡아 먹힌다  또한 환초 해변에서 놀던 학생들과  보트를 타고 바다를 즐기던 학생들까지 대부분 상어에게 잡아 먹히고 만다  설상가상  환초까지 물속으로 가라앉게 되면서 결국엔 데이나  케이트  폴  이 세 사람만이 생존하게 되고 상어가 공격해오는 상황에서 이들은 바다에 떠 있는 가스통 하나를 발견하여 이것을 이용해 상어를 죽일 방법을 떠올리는데   
트리쉬나,2203000.0,25.0,2014,기타,18세관람가,멜로,자유를 갈망한 트리쉬나  그런 그녀의 순수함을 사랑한 제이  파멸을 불러온 비극적인 사랑이 공개 된다  가난한 농가에서 태어났지만 총명하고 아름다운 트리쉬나 프리다 핀토  호텔 사업계를 주름잡는 부유한 집안의 제이 리즈 아메드  영국 유학 중 인도로 여행 온 제이는 춤을 추는 트리쉬나의 아름다움에 매혹된다  제이는 트리쉬나의 관심을 끌기 위해 자신의 호텔에서 일할 것을 제안하고 트리쉬나는 운명처럼 제이를 따라 라자스탄에 가게 된다  처음 보는 낯선 환경에서 차차 적응을 해나가는 듯 하던 트리쉬나는 어느 날 제이에게 숨겨왔던 비밀을 고백하게 되고 이로 인해 둘 사이의 거리는 걷잡을 수 없이 멀어져만 간다  결국 트리쉬나는 돌아올 수 없는 강을 건너고 뜨거웠던 그들의 사랑은 점점 파국으로 치닫게 되는데 
이바라키의 여름,1237000.0,25.0,2015,한국,전체관람가,기타,일본 오사카 건국 고등학교 1학년 재학 중인 재일교포 강선화 양과 그가 소속된 전통예술부 학생 9명이 한국의 전통예술을 갖고 오사카 대표로 전 일본 고등학교 종합예술발표대회에 참가하는 도전기  건국 고등학교 전통예술부는 10년째 오사카 대표로 도전을 이어가고 있다  이 시간 동안 아이들의 노력과 지도교사의 헌신을 통해 아이들은 자신들의 민족적 정체성을 깨닫고  꿈을 향해 전진해 왔다  하지만 기본적으로 이 영화는 아이들의 작은 성장 드라마이다    제 7회 DMZ국제다큐영화제   제 10회 부산국제어린이청소년영화제 
이 세상의 한구석에,6448500.0,140.0,2017,기타,12세관람가,기타,이 세상의 한구석에 한 소녀가 있었습니다  히로시마 출신의 그림 그리기를 좋아하는 한 평범한 소녀  스즈 는 열여덟 살이 되어 산 너머 동네의  호죠 슈사쿠 와 결혼한다  평범하고도 따뜻한 가정을 꾸리던  스즈 의 삶에 태평양 전쟁이라고 불리는 전쟁이 들이닥치게 되고   스즈 에게 익숙하고 소중했던 것들이 하나둘 빛을 잃어가는데   소녀였고  여인이었던  스즈 의 평범했던 일상에 참혹한 전쟁의 그림자가 드리워진다 
K 미싱 킹즈,1.0454E7,76.0,2015,기타,12세관람가,기타,왕의 세계를 뒤흔든 거대한 음모  또 다른 전쟁이 시작된다  네 명의 왕들이 혈투를 벌인  학교섬 사건  이후 자취를 감춘 백은의 왕 시로와 목숨을 잃은 적색 왕 미코토  쿠로와 네코는 시로를 찾아 헤매지만 흔적조차 발견하지 못하고  왕을 잃은 적색 클랜 호무라 조직원들은 뿔뿔이 흩어져 버린다  한편 이러한 혼란 속에 황금색 왕의 영토인 미하시라 타워를 기습 점거한 녹색왕의 부대는 무슨 영문인지 적색 클랜의 소녀 안나까지 납치해간다  안나를 구하기 위해 적색 클랜과 힘을 합친 쿠로와 네코는 녹색 클랜의 어두운 계획을 밝히려 나서고 청색왕은 병력을 긴급 출동시켜 미하시라 타워를 포위하지만  다른 왕의 영토인 만큼 섣불리 나서지 않고 일단 상황을 예의 주시하기로 한다  그런데 어찌 된 영문인지 황금색왕은 자신의 영토에 속한 타워가 점거 당했는데도 아무런 반격을 하지 않는데   
눈길,7.464085E8,3076.0,2017,한국,15세관람가,드라마, 난 한번도 혼자라 생각해본 적 없다  네가 살아야 내도 산다   1944년 일제강점기 말  가난하지만 씩씩한  종분 과 부잣집 막내에 공부까지 잘하는  영애  같은 마을에서 태어났지만 전혀 다른 운명을 타고난 두 소녀  똑똑하고 예쁜 영애를 동경하던  종분 은 일본으로 떠나게 된  영애 를 부러워하며 어머니에게 자신도 일본에 보내달라고 떼를 쓴다   어느 날  어머니가 집을 비운 사이 남동생과 단 둘이 집을 지키던  종분 은 느닷없이 집으로 들이닥친 일본군들의 손에 이끌려 낯선 열차에 몸을 싣게 된다  영문도 모른 채 끌려온  종분 은 자신 또래 아이들이 가득한 열차 안에서 두려움에 떨고  그때 마침 일본으로 유학간 줄 알았던  영애 가 열차 칸 안으로 던져진다   이제는 같은 운명이 되어버린 두 소녀 앞에는 지옥 같은 전쟁이 펼쳐지고  반드시 집에 돌아갈 거라 다짐하는  종분 을 비웃듯  영애 는 끔찍한 현실을 끝내기 위해 위험한 결심을 하는데 
푸치니의 여인,6871000.0,66.0,2011,기타,15세관람가,드라마,클래식 역사상 가장 사랑 받는 작곡가 푸치니의 비밀의 뮤즈  그들의 감춰졌던 이야기가 이제 시작된다  1909년 푸치니는 자신이 가장 사랑했던 마을 이탈리아 토스카나 지방의  토레 델 라고 에서 오페라  서부의 아가씨  작곡에 몰두한다  이미 세계적으로 최고의 오페라 작곡가로 명성을 떨치던 푸치니는 그가 사랑했던 여인들에게서 영감을 받고 그의 작품에 녹여낸다  그러던 어느 날  유독 하녀인 도리아에게 친절하고 친밀한 모습에  푸치니의 아내 엘비라는 그들의 관계를 의심하면서 집착과 의심을 하게 되는데 
머니 몬스터,3.34213E8,984.0,2016,미국,15세관람가,스릴러,조작된 주가  사라진 8억 달러  진실을 밝히기 위한 필사의 생중계  세계 금융 시장을 좌지우지하는 최고의 경제 쇼  머니 몬스터  생방송 스튜디오에 On Air 불이 켜진 그 순간 총성과 함께 괴한이 난입해 진행자  리 게이츠  조니 클루니 를 인질로 잡는다  그의 요구는 단 하나  하룻밤에 8억 달러를 날린 IBIS의 주가 폭락 진실을 밝혀내는 것   월스트리트를 충격으로 몰아넣은 라이브 쇼가 시작된다 
포인트 블랭크,3.57427E8,1007.0,2011,기타,18세관람가,스릴러,평범한 남자 사무엘  아내를 구하기 위해서  놈 이 필요하다  사랑스런 아내와 행복한 가정을 이루고 있던 사무엘  어느날 이유도 없이 만삭인 아내가 납치된다  그 순간 의문의 남자로부터 걸려온 전화  사무엘이 일하고 있는 병원의 현재 의식 불명 상태인 환자 위고를 빼내면 아내를 살려주겠다고 한다  하지만 그에게 주어진 시간은 단  세 시간뿐이다  위기에 빠진 킬러 위고  살아남기 위해선  놈 이 필요하다  함정에 빠져 정신을 잃은 채 응급실로 이송된 킬러 위고  또다시 살해당할 위기에 처하지만 사무엘 때문에 목숨을 건진다  하지만 사무엘 또한 납치된 아내를 살리기 위해 그를 노린다  더 이상 선택의 여지가 없는 위고  그를 노리는 사무엘을 이용해 자신을 죽이려는 자들을 먼저 찾아야 하는데  서로 다른 목적을 위해 하나의 타겟을 쫓는 두 남자 그들의 목숨 건 추격이 시작된다 
마스: 화성으로 가는 길,2124000.0,11.0,2016,미국,12세관람가,기타,무한한 우주 너머  인류가 꿈꾸는 미지의 세계 화성  NASA에서는 최초의 화성 유인 탐사를 위해 각계의 스페셜리스트를 소집한다  지독한 고독과 고통 속에서도 우주를 꿈꾸며 목숨 건 여정을 이어가는 NASA 대원들의 위대한 여정이 지금 시작된다 
빈센트,114000.0,18.0,2017,한국,12세관람가,드라마,갑작스레 졸부가 된  반만호   열등감 컴플렉스를 가지고 있던 시골촌놈 출신이 이 세상의 모든 것을 돈으로 가지려고 한다  그러다  세간에  돈 밖에 없는 무식한 놈  이라는 소리에 홧김에 몇 백억을 호가하는 반 고흐의 그림을 덜컥 사버리지만 6개월에 한번씩 그림을 공개해야한다  그러나  지금 만호의 손에 들려있는 반 고흐는 눈 하나가 지워져 없다  이 세상 모든 사람들에게  세계 제일의 무식한 놈  이라는 소리를 듣지 않기 위해서라도  반만호  는 무슨 수를 써서라도 반 고흐의 눈을 다시 그려내야 한다 
호랑이보다 무서운 겨울손님,4.56378E7,865.0,2018,한국,15세관람가,멜로,어느 날 잊었던 그녀가 콜을 보냈다   동물원에서 호랑이가 탈출하던 어느 겨울날  여자친구 집에 얹혀살던 경유 이진욱 는 알 수 없는 이유로 여자친구에게 쫓겨난다  갈 곳을 잃은 경유는 캐리어 하나를 끌고 대리운전 아르바이트를 시작한다  그러던 어느 날 밤 경유가 그토록 꿈꾸던 소설가가 되어있는 유정 고현정 이 경유 앞에 나타난다   제20회 부에노스아이레스 국제독립영화제 국제경쟁부문 FIRST METION 수상  2018  바르셀로나 아시아영화제 NETPAC 섹션 BEST FILM 수상  2018 
바운티 헌터,3.276005E8,853.0,2010,미국,15세관람가,멜로,지긋지긋했던 결혼생활을 끝내고 각자 현상금 사냥꾼과 기자로서 새출발한 마일로와 니콜  그러던 어느 날  마일로 앞에 니콜이 새로운 모습으로 다시 나타난다  다름아닌 거액의 현상금이 걸린 수배자로   가벼워진 주머니 사정에 고민하던 마일로는 결혼 생활의 악몽과 현상금을 떠올리며 미친 듯이 그녀를 쫓고  자신을 추격하는 이가 마일로라는 것을 알게 된 니콜은  잡히면 죽는다 는 일념으로 그를 따돌리기 위해 고군분투하는데  
누에치던 방,7644000.0,118.0,2018,한국,15세관람가,드라마,그 시절  우리들의 단짝 친구는 지금 어떻게 살아가고 있을까  10년째 고시생으로 살고 있는 채미희 이상희 는 어느 날 지하철에서 마주친 여학생 김새벽 을 따라간다  채미희는 여학생을 뒤따르던 중 만난 조성숙 홍승이 에게 다짜고짜 자신이 오래전 헤어진 조성숙의 단짝친구라고 주장한다  조성숙은 채미희를  모르는 사람 이라고 여기면서도 친구로서 새로운 관계를 쌓는다  한편 조성숙과 같이 살고 있는 김익주 임형국 는 채미희의 무례한 침입이 불쾌하지만 낯선 채미희에게 자신의 나약한 모습을 조금씩 꺼내어 놓는다  그리고 조성숙은 오래전 헤어진 단짝친구 김유영 김새벽 의 기억을 떠올린다 
뻔뻔한 딕&제인,1.8107584E9,1011.0,2006,미국,12세관람가,코미디,세상 돈이 다 내 돈    행복하려면 뻔뻔해야 된다  잘 나가는 IT기업의 잘나가는 홍보담당자 딕 짐 캐리 은 요즘 내집도 마련하고 부사장으로 승진도 하고 세상을 모두 얻은 양 행복감에 들떠있다  사랑하는 아내 제인도 이제 회사를 그만 두고  아들과 더 많은 시간을 보낼 결심을 한다  그야말로 꿈이 실현된 바로 그 순간  갑작스런 불행이 닥친다  딕이 승진하고 첫 출근한 바로 그날 회사가 파산한 것  회장 알렉 볼드윈 은 이미 주식을 챙겨 발을 뺀 상태다  하루 아침에 천국에서 지옥으로 떨어진 딕과 제인은 눈 깜빡할 순간에 빚더미에 오르고  재취업은 커녕 일용직도 하늘의 별따기다  이제 예전의 행복한 생활로 돌아가기 위해서는 한없이 뻔뻔해져야 한다고 다짐하는 딕과 제인  처음엔 강도로 분장하고 스타 스 커피를 무전취식하고 가게에서 푼돈이나 털던 두 사람은 차츰 대담해져 마침내 일   을 통해 얻은 모든 노하우를 동원  사상 최대의 뻔뻔한 복수극을 계획하는데 
미인어,2.33366E7,427.0,2017,기타,12세관람가,판타지,아직 인간의 손이 닿지 않은 자연 청정지역  청라만 에 인간 몰래 살고있는 인어들  어느 날  돈 밖에 모르는 젊은 부동산 재벌가 류헌 덩차오 은 아름다운 이 곳에 무분별한 개발을 하려 하고  생존에 위협을 느낀 인어들은 극비리에 계획을 세운다   바로 가장 예쁜 인어 산산 임윤 을 육지로 보내 미인계로 접근시킨 후  그를 쥐도 새도 모르게 죽이는 것   하지만 우여곡절 끝에 만나게 된 류헌과 산산은 어느새 너무나 다른 서로에게 끌리게 되는데   과연 그들의 사랑은 이루어 질 수 있을까 
마셰티,2.33315E7,215.0,2011,미국,18세관람가,액션,막장 액션의 끝을 보여주마   여느 길거리 노동자이자 부패한 정치인 암살범처럼 보이는 마셰티는 전직 연방수사관이다  악명 높은 멕시코 마약 밀매업자 토레스와 맞붙어 가족의 죽음을 맞게 된 마셰티는 텍사스로 탈출해 끔찍한 과거를 잊고 살고자 했다  하지만 음모에 휘말린 마셰티는 상원의원 암살범으로 몰리며 쫓기는 신세가 된다  그러던 어느 날 한 미모의 여수사관이 찾아오면서 멈출 수 없는 복수가 시작되는데   
시즌 오브 더 위치: 마녀 호송단,2.0903985E9,1482.0,2011,미국,15세관람가,어드벤처,마녀의 저주로부터 세상을 구하라  흑사병으로 폐허가 되버린 14세기 중세 유럽  십자군 전쟁의 용맹스런 기사 베이맨 니콜라스 케이지 은 마녀로 추정되는 소녀를 수도원으로 호송하라는 임무를 맡게 된다  대재앙에 맞설 6인의 기사단이 온다  베이맨은 용맹한 전사 펠슨  흑사병으로 가족을 잃은 냉소적인 기사  길 눈 밝은 허풍쟁이  기사를 꿈꾸는 소년  그리고 순진한 사제까지 6명의  마녀호송단 을 꾸려 길을 떠난다  과연  그들은 대재앙으로부터 세상을 구할 수 있을까 
모터웨이: 분노의 질주,3603000.0,7.0,2012,기타,15세관람가,액션,스피드 액션의 절정을 경험하라  두기봉 사단  소이청 감독의 무한 질주 액션 스릴러   청 여문락 은 뛰어난 운전 실력을 가지고 있는 경찰 비밀 조직의 일원으로  베테랑 파트너 로 황추생 와 함께 잠복경찰차를 운전하며 과속을 적발하는 일을 하고 있다  늘 자신의 실력을 과신하던 그 앞에 15년 전 은퇴한 전설적인 범죄자이자 드라이버인 지앙 곽소동 이 나타나고  두 사람은 추격자와 도망자로 도로에서 격돌한다  지앙은 동료를 탈옥 시킨 뒤 다이아몬드 탈취에 가담하고  청은 그를 잡기 위해 홍콩 도심을 누비며 긴박한 추격전을 벌이는데  
피해자들,807000.0,23.0,2014,한국,18세관람가,기타,매일 기도했어    제발 죽게 해달라고  가인은 아버지가 위독하다는 소식을 듣고 고향으로 내려온다  하지만 가인에게 아버지란 존재는 아픈 상처일 뿐 가족으로서의 애틋함은 없다  다음 날  아버지가 운영하던 열쇠가게에서 한 사내를 만난다  그는 고향에 내려와 금속 공예를 하고 있는 도경  그 역시 아버지가 돌아가신 후 이 곳에 내려와 조용히 지내고 있다고 했다  묘한 호기심에 끌려 작업실까지 찾아 간 가인은 도경에게 작은 팔찌를 하나 선물 받는다  그러던 어느 날 인적이 드문 도로에서 여자의 희미한 비명 소리를 듣고 다가가는 순간 가인이 공격을 받으며 정신을 잃고 만다  시간이 흘러 희미한 백열등만 비추고 있는 지하실  가인이 정신을 차려보니 자신의 팔에는 수갑이 채워져 있고  입에는 테이프가 붙어 있다  홀로 남겨져 공포에 떨고 있는 그때 한 사내가 다가 온다  그는 바로 도경이다   누가 이들을 이 곳으로 이끌었을까  이들의 운명은 과연 어떻게 될 것인가 
어머니,1.00632E7,122.0,2012,한국,12세관람가,기타,고맙습니다  보고 싶습니다  사랑합니다  세상에서 가장 올곧은 당신  어머니가 남긴 마지막 이야기    창신동  좁은 골목들 사이로 사람들이 살아간다  그 곳에 한 할머니가 있다  작은 선녀라는 뜻의 소선이란 이름을 지녔지만 그 누구보다 넓은 가슴과 따뜻한 마음으로 세상을 품어낸 분  이소선 여사는 큰 아들 전태일의 죽음 이후 이웃의 고통과 그들의 전쟁 같은 삶을 늘 함께 하며  40여 년간 스스로의 힘으로 아름답고 지혜로운 삶을 살았다  인고의 시간이 만들어낸 올곧음으로  사람 사는 세상 을 꿈꾼 모든 이들의 어머니였던 그녀의 마지막 2년간의 이야기  그리고 전태일이 분신하기 전  어머니 이소선과의 마지막 날을 담은 젊은 예술가들의 연극  엄마  안녕 과의 만남  가늠할 수 없는 그날의 고통을 힘겹지만 아름답게 승화시킨 그들에게 이소선의 삶은 어떤 의미이며  이소선에게 아들 전태일과 이 땅의 노동자들은 어떤 의미일까  작은 약속으로 시작된 어머니의 삶의 자취가 기적 같은 희망의 이야기로 우리 곁을 찾아 온다 
괜찮아 3반,7040000.0,108.0,2013,기타,전체관람가,드라마,어느 날  팔과 다리가 없는 아주 특별한 선생님이 우리에게 오셨다    신학기를 맞은 5학년 3반  기대와 설렘으로 등교한 아이들에게 새로운 담임 선생님과의 만남은 늘 흥분되는 순간이다  하지만 이번 학기  5학년 3반 아이들의 담임 선생님은 조금 특별하다  팔과 다리가 없이 전동 휠체어에 의지한 채 자신들에게 아무 것도 해줄 것이 없어 보이는 볼품 없는 모습의 아카오 선생님이기 때문이다  게다가 아이들과의 첫 만남에서 아카오 선생님은 잘 도와달라고 부탁까지 한다  이 평범하지 않은 선생님에 대해 아이들은 물론 동료 선생님들까지도 불안한 마음을 감출 수 없는데   
황제펭귄 펭이와 솜이,4.39955E7,356.0,2012,한국,전체관람가,기타, 우리도 무사히 어른이 될 수 있을까요   아기 황제펭귄 펭이와 솜이의 무한~도전이 시작된다  영화 60도  세상에서 가장 추운 얼음나라 남극에 찾아온 겨울  매서운 추위를 피해 모두가 떠나고 텅 비어버린 남극에 이 곳의 진정한 주인 황제펭귄들이 새로운 생명을 맞이하기 위해 돌아온다  상상을 초월하는 엄마아빠의 사랑과 정성 속에 마침내 알을 깨고 태어난 아기 황제펭귄 펭이와 솜이 남극 최고의 장난꾸러기 먹보 펭이와 세상에서 아빠 품이 제일 좋은 귀요미 솜이는 사이 좋은 친구가 된다  그러던 어느 날  먹이를 구하러 간 솜이의 엄마가 돌아오지 않자 솜이 아빠는 엄마를 찾아 바다로 나간다  추위와 배고픔 속에 홀로 남아 목숨을 위협받는 솜이  그리고 그런 솜이를 도와주려 애쓰는 펭이  과연  펭이와 솜이는 고난을 이겨내고 멋진 황제펭귄으로 자랄 수 있을까 
바다 쪽으로  한 뼘 더,6363500.0,36.0,2009,한국,전체관람가,드라마,잠든 마음을 깨우는 spring 로맨스      눈 뜨면 사랑이 와 있을거야 성인의 0 1 가 앓는다는  기면증 을 가진 여고생 원우  수업 중에도  시험을 보다가도  심지어 걷다가도 기절하듯 잠에 빠진다  싱글맘 연희는 딸 원우 걱정에 웃음을 잃은 지 오래  겨울처럼 차가운 마음으로 살얼음 낀 하루하루를 보내는 모녀  그런 그들의 일상에 파도가 치기 시작한다  동화 속 왕자처럼 아름다운 소년 준서와  누구보다 따뜻한 손을 가진 청년 선재가 그들 앞에 나타나면서   
렌트,1.468295E8,331.0,2007,미국,15세관람가,뮤지컬,브로드웨이 오리지널   전세계 젊은이를 중독시킨 뜨거운 뮤지컬   무대의 감동이 스크린에 펼쳐진다  가난한 예술가들이 모여 사는 뉴욕 이스트 빌리지에 열정과 젊음의 에너지가 가득한 8명의 영혼들이 있다  바로 로저  미미  마크  머레인  조엔느  엔젤  콜린스  베니  이들은 사회가 정한 규칙 보다는 자신만의 예술을 추구하며 각자가 원하는 삶을 살고 있다  집세가 밀리고 건물이 철거 당할 위기에 놓인 그들은 집주인 베니에게 머레인의 건물 철거 반대 시위 공연을 막아주면 집세를 면제 해주겠다는 제안을 받게 된다  하지만 그것만으로 이들의 열정과 우정  사랑을 막기엔 역부족  머레인을 사랑하는 마크와 룸메이트 로저는 그의 제안을 거절하며 베니의 방해 공작에도 불구하고 머레인의 변호사 조엔느와 함께 공연을 성공적으로 이끈다  공연이 끝난 후 파티를 열고 있는 이들을 찾은 베니는 자신이 미미와 옛 애인 사이였다는 것을 이용해 파티를 엉망으로 만든다  결국 로저와 미미는 헤어져 뉴욕을 떠나고  각자의 길을 찾아 헤어진 8명  끝없는 열정과 자유를 추구하며 함께 있어 행복했던 이들은 과연 다시 만나 서로 사랑하며 웃을 수 있을 것인가 
레퓨지,1.91035E7,98.0,2010,기타,18세관람가,드라마,파리의 고급 아파트에서 아름답고 젊은 연인  무스 와  루이 가 헤로인을 맞고 있다  다음 날 아침   루이 의 엄마는 마약 과다 복용으로 이미 시체가 된  루이 와 혼수 상태에 빠진  무스 를 발견한다  깨어난  무스 는  루이 의 죽음과 자신이 임신이라는 소식에 충격에 빠진다  절망한 무스는 파리를 떠나 한적한 해변가 마을에서 홀로 지내기로 한다  몇 달 후   루이 의 동생인  폴 이 그녀의 은신처를 찾게 되고   루이 와  아기 의 존재로 연결된 두 사람의 관계에 변화가 일어나기 시작한다 
투 더 원더,6488000.0,30.0,2014,미국,18세관람가,멜로, 왜 사랑은 어디에나 있으나 볼 수 없나요   사랑에 관한 네 남녀의 대담하고 황홀한 메시지 고국인 미국을 떠나 프랑스에 온 작가지망생 닐 벤 애플렉 은 혼자 딸을 키우며 사는 미모의 마리나 올가 쿠릴렌코 를 만나 급진적인 사랑에 빠진다  마리나는 어린 나이에 프랑스 남편에게 버림받고 홀로 10살짜리 타티아나를 키우고 있었다  생계를 위해 힘들게 삶을 이어가는 그녀에게 닐의 따뜻한 사랑은 그녀를 구원하는 빛이 된다  닐은 마침내 자신이 책임지고 사랑하는 여자를 찾았다고 확신하며  두 사람은 닐의 고향인 미국으로 건너가 오클라호마의 작은 도시에 살기로 한다  2년 후  닐은 작가의 꿈을 포기하고 환경조사관으로 일하고  마리나의 딸 타티아나는 말이 통하지 않아 교우관계 및 미국생활이 힘겨워 프랑스로 돌아가길 원한다  닐의 마리나에 대한 사랑은 차분해졌고  마리나는 닐과 함께 있을 때 정형화된 감정이 불안하고  젊음과 행복이 사라질까 불안해한다  마리나는 조언을 구하기 위해  자신과 같은 처지로 고향을 떠나 온 킨타나 신부 하비에르 바르뎀 를 찾는다  킨타나 신부는 영원한 사랑과 소명의식에 대한 의구심으로 해답을 찾기 위해 고심하며  처음 신앙을 품었을 때와 같은 열정을 느낄 수 없게 된다  한편  닐은 마을에서 진행되는 용해 작업이 토양과 물을 오염시키고 주민들의 건강을 위협하는 것을 알게 되면서 직업적으로 갈등에 봉착하고  마리나는 딸을 위해 프랑스로 돌아간다  이 때  닐에게는 소꿉친구  제인  레이첼 맥아담스 이 홀연 나타나 여전히 다정한 모습으로 그를 흔들리게 하는데   과연 이들의 사랑은 어디로 향할 것인가   아무것도 필요 없어   너와 함께라면 어디든지 좋아  
브레이크 블레이드5: 최후의 명령,580000.0,12.0,2013,기타,12세관람가,기타,넘어서다― 전장의 불을 밝히는 불길한 상사 相似  아라칸 황야에서 격돌한 발드와 보르키스의 대대는  서로에게 방대한 피해를 입고 부득이 하게 일시 후퇴 할 수 밖에 없게 된다  점점 어려워지는 상황 속에서  적의 부대 일부가 라이가트의 고향을 공격하려 한다는 정보를 입수한다  동생을 구하기 위해  모두의 제지에도 불구하고 단독행동에 나서는 라이가트였지만  마을은 이미 공격 당한 후였다  게다가  마을에는 보르키스 대대가 진을 치고 기다리고 있었는데  아테네스군 최강의 골렘 휴케리온 대 델핑의 일대일 승부가 시작된다 
킥 오프,4369300.0,48.0,2010,기타,12세관람가,드라마,전쟁으로 폐허가 된 이라크  폭탄 테러가 일상이 돼버린 도시 키르쿠크의 파손된 스타디움에서 아수는 엄마  남동생 여러 난민들과 함께 둥지를 틀고 살아가고 있다  이웃의 아름다운 처녀 힐린을 마음에 담고 있지만  전쟁과 가난에 얼룩진 일상의 무게가 버거울 뿐이다  가난과 폭격의 두려움을 안고 버겁게 살아가는 스타디움 주민들  유일한 즐거움은 삼삼오오 축구를 하거나  때때로 하는 축구중계를 모여서 보는 것  아수는 축구를 하다 지뢰사고로 다리를 잃고 실의에 빠진 동생과 주변 이웃들을 기쁘게 하기 위해 축구경기를 계획하고  마침내 쿠르드족  아랍인  투르크멘족은 시합을 하기 위해 스타디움으로 모이는데 
