id,release_date,revenue,runtime,title
4992,1969-10-08,0.0,92.0,Shark!
4995,1997-09-11,4.3101594E7,155.0,Boogie Nights
5000,1952-05-09,10188.0,86.0,Forbidden Games
5060,1966-05-20,0.0,87.0,Carry On Screaming
5066,1964-11-08,0.0,94.0,Carry On Cleo
5071,1997-08-10,0.0,102.0,The Crazy Stranger
5279,2001-11-07,8.7754044E7,137.0,Gosford Park
5319,1999-06-18,0.0,188.0,Hum Dil De Chuke Sanam
5458,2000-11-09,0.0,87.0,Cruel Intentions 2
5481,1977-08-12,0.0,95.0,Shock
5528,2004-03-17,0.0,96.0,The Chorus
5618,1975-11-19,0.0,95.0,Cousin_ Cousine
5620,1970-04-03,0.0,98.0,Count Dracula
5816,2006-09-28,0.0,95.0,Waiter
5902,1977-06-15,5.075E7,175.0,A Bridge Too Far
5956,2007-01-21,719968.0,105.0,Joshua
5968,1984-08-15,0.0,87.0,The Woman in Red
5991,1924-12-23,0.0,90.0,The Last Laugh
5995,2003-07-31,0.0,105.0,Miffo
6003,1968-04-02,3.8901218E7,138.0,Romeo and Juliet
6016,2003-04-03,0.0,108.0,The Good Thief
6037,1976-06-23,0.0,94.0,Murder by Death
6283,1997-12-19,1.22417389E8,98.0,MouseHunt
6373,1998-05-08,0.0,88.0,The Very Thought of You
6440,2001-12-18,0.0,111.0,The Shipping News
6537,2007-08-27,4.4E7,105.0,The Orphanage
6547,1992-03-12,0.0,115.0,Schtonk!
6552,1999-04-30,4152230.0,92.0,Idle Hands
6593,1993-12-11,0.0,108.0,Godzilla vs. Mechagodzilla II
6620,1954-09-28,1.0E7,113.0,Sabrina
6641,2006-09-09,0.0,91.0,Love and Other Disasters
6934,2004-09-03,0.0,96.0,Yesterday
6936,2007-08-26,0.0,90.0,Ben X
6947,2004-07-30,2.5669752E8,108.0,The Village
6957,2005-08-11,1.09449237E8,116.0,The 40 Year Old Virgin
6961,2005-02-04,4.7175038E7,88.0,The Wedding Date
6978,1986-05-30,1.1E7,99.0,Big Trouble in Little China
7008,1975-02-01,0.0,105.0,The Wilby Conspiracy
7010,1978-07-05,0.0,134.0,The Wild Geese
7090,2002-08-31,447741.0,97.0,Ken Park
7346,2008-06-04,0.0,87.0,Sparrow
7348,1964-06-01,0.0,110.0,Robinson Crusoe on Mars
7445,2009-01-27,4.3318349E7,104.0,Brothers
7451,2002-08-09,2.77448382E8,124.0,xXx
7484,2006-09-29,1.97309027E8,83.0,Open Season
8011,1994-11-29,3.68E7,99.0,Highlander: The Final Dimension
8366,2001-07-11,0.0,87.0,Manitou"s Shoe
8368,2008-01-01,0.0,111.0,The Garden of Eden
8464,1999-09-11,0.0,99.0,Top of the Food Chain
8645,2008-06-11,1.63403799E8,91.0,The Happening
8665,2002-07-19,3.5168966E7,138.0,K-19: The Widowmaker
8874,1997-06-19,2.99288605E8,105.0,My Best Friend"s Wedding
8914,1999-07-28,7.3648228E7,105.0,Deep Blue Sea
8930,2008-10-27,0.0,88.0,Modern Life
8948,2009-01-08,0.0,103.0,The Pearl Color
8961,2003-07-18,2.73339556E8,147.0,Bad Boys II
8970,1999-04-02,2.9E7,90.0,The Out-of-Towners
8974,1953-08-13,2000000.0,85.0,The War of the Worlds
8984,1994-12-09,2.14015089E8,123.0,Disclosure
26131,2003-02-09,0.0,100.0,Straight From the Heart
26152,2009-04-08,0.0,98.0,Erreur de la banque en votre faveur
26587,2009-07-14,0.0,108.0,Dread
26810,2004-05-14,0.0,89.0,A Common Thread
30707,1983-11-11,6472990.0,103.0,Star 80
30810,1964-02-06,0.0,70.0,Olga"s House of Shame
31685,1939-12-29,0.0,116.0,The Hunchback of Notre Dame
31696,1991-04-26,1.5429177E7,95.0,A Kiss Before Dying
33166,1969-11-06,0.0,101.0,Downhill Racer
34334,1992-12-17,0.0,89.0,That Night
35957,1950-11-03,0.0,75.0,Dial 1119
36529,1990-08-07,0.0,96.0,Metamorphosis
40815,1997-12-03,0.0,128.0,On Guard
42718,1966-03-12,0.0,128.0,The Pornographers
44004,1980-02-08,1.5934737E7,98.0,Hero at Large
44555,2009-12-11,0.0,95.0,A Woman_ a Gun and a Noodle Shop
45186,1974-09-19,0.0,83.0,Big Bad Mama
45722,2008-03-07,0.0,80.0,Don"t Look Down
46578,1979-09-01,0.0,87.0,Cheerleaders" Wild Weekend
46972,1992-05-08,0.0,96.0,Big Girls Don"t Cry... They Get Even
46976,1987-07-24,0.0,92.0,Wish You Were Here
47610,2010-03-24,0.0,97.0,Gravity
48385,1956-03-24,0.0,72.0,Indestructible Man
48780,2007-01-30,0.0,8.0,Boat
51540,2011-07-08,1.17E8,98.0,Horrible Bosses
54001,1974-01-01,0.0,83.0,The Traveler
54272,1964-12-30,0.0,86.0,Adventures of Zat척ichi
54503,1979-01-01,0.0,87.0,The Mystery of Chess Boxing
55765,2006-10-19,0.0,126.0,Righteous Ties
59126,2007-12-07,0.0,87.0,The Holy Modal Rounders: Bound to Lose
63859,1970-05-03,0.0,94.0,Pufnstuf
65642,1936-10-02,0.0,81.0,The Story of a Cheat
67087,1983-03-04,0.0,89.0,Curtains
68954,2000-01-13,0.0,198.0,Longitude
69526,1969-03-09,0.0,110.0,The Assassination Bureau
70862,2010-03-13,0.0,80.0,American Grindhouse
71282,1935-08-16,0.0,87.0,China Seas
74458,2011-09-09,1.805E7,139.0,Mere Brother Ki Dulhan
77561,2011-10-28,0.0,94.0,EVA
81229,2002-01-01,0.0,90.0,Hacker
81782,2000-11-09,0.0,0.0,Kurukshetra
81847,1930-08-20,0.0,108.0,The Dawn Patrol
83613,1989-02-03,0.0,91.0,Hellgate
83827,2004-10-21,0.0,94.0,In the Darkness of the Night
84152,1993-10-13,0.0,64.0,Dollman vs. Demonic Toys
84954,1926-03-24,0.0,97.0,Secrets of a Soul
85414,2012-03-22,0.0,92.0,Brake
86190,1976-04-30,0.0,89.0,Adventures Of A Taxi Driver
86332,1978-04-07,0.0,84.0,The Redeemer: Son of Satan!
88744,2010-01-09,0.0,93.0,The Woman with the 5 Elephants
88950,1974-06-01,0.0,88.0,"Gator Bait
89337,1991-05-27,0.0,84.0,Blood Ties
89492,2012-12-20,8.8058786E7,134.0,This Is 40
90603,2012-09-07,0.0,88.0,Beauty Is Embarrassing
93840,2012-03-06,0.0,94.0,Blind Man
94478,2011-09-16,0.0,80.0,You Instead
94959,1949-06-02,0.0,112.0,Edward_ My Son
98122,1988-05-06,0.0,145.0,Veerana
100032,1990-11-11,0.0,180.0,The Great Los Angeles Earthquake
101362,1966-07-20,0.0,95.0,A Cure for Love
104211,1933-09-15,0.0,84.0,Berkeley Square
104241,1970-09-26,0.0,118.0,Heroic Purgatory
107406,1980-02-14,0.0,84.0,Oscenit횪
110553,2011-10-22,0.0,100.0,Austin High
111443,2012-11-23,0.0,95.0,The End
111759,1925-06-15,0.0,111.0,Don Q Son of Zorro
122924,2012-08-21,0.0,91.0,One in the Chamber
130452,1938-06-11,0.0,97.0,Gold Diggers in Paris
132961,1988-05-08,0.0,100.0,The Caine Mutiny Court-Martial
134368,1998-10-09,0.0,90.0,One Tough Cop
140174,2012-10-27,0.0,90.0,Rise of the Zombies
142507,2011-01-01,0.0,90.0,Exit
158238,2013-01-18,0.0,90.0,Stolen Seas
337,2003-12-03,1.1576431E7,94.0,Monsieur Ibrahim
4772,1966-02-01,0.0,113.0,Cul-de-sac
194,2001-04-25,1.73921954E8,122.0,Am챕lie
348,1979-05-25,1.04931801E8,117.0,Alien
482,1971-07-02,1.2121618E7,100.0,Shaft
492,1999-09-30,2.2863596E7,112.0,Being John Malkovich
714,1997-12-11,3.33011068E8,119.0,Tomorrow Never Dies
928,1990-06-15,4.1482207E7,106.0,Gremlins 2: The New Batch
942,1989-07-07,2.27853986E8,114.0,Lethal Weapon 2
965,1942-07-10,0.0,88.0,The Magnificent Ambersons
1245,1993-11-05,2.3237911E7,134.0,The Remains of the Day
1255,2006-07-27,8.8489643E7,119.0,The Host
1411,1991-10-04,1277401.0,100.0,The Rapture
1627,1970-02-26,0.0,83.0,The Wild Child
1809,2002-10-11,0.0,110.0,The Rules of Attraction
2021,1995-06-02,218626.0,110.0,Jack & Sarah
2023,2004-03-05,1.0810345E8,136.0,Hidalgo
2067,2000-03-10,6.0874615E7,114.0,Mission to Mars
2110,2001-10-31,0.0,94.0,Wasabi
2117,2005-02-13,0.0,117.0,Sophie Scholl: The Final Days
2118,1997-09-19,1.2621694E8,138.0,L.A. Confidential
2204,1974-05-17,0.0,110.0,Alice in the Cities
2892,1995-09-09,0.0,105.0,Angel Baby
4437,1984-12-06,4.0400657E7,116.0,2010
4552,2003-06-13,0.0,115.0,A Tale of Two Sisters
5062,1981-09-21,0.0,88.0,The Inquisitor
5072,2006-05-19,0.0,96.0,Severance
5137,2004-09-17,5.7958696E7,107.0,Sky Captain and the World of Tomorrow
5608,1966-12-13,0.0,91.0,The Nibelungs_ Tale 1: Siegfried
5686,1983-04-21,0.0,86.0,A Night in Heaven
5881,2006-11-08,0.0,92.0,Twice Upon a Time
6538,2007-12-19,1.1900041E8,102.0,Charlie Wilson"s War
6643,1960-01-01,0.0,125.0,The Unforgiven
8195,1998-09-25,4.1610884E7,122.0,Ronin
8690,1980-03-19,0.0,92.0,Eaten Alive!
8973,1995-08-25,0.0,119.0,Lord of Illusions
8983,1994-11-03,0.0,82.0,Felidae
27317,2009-08-25,0.0,63.0,Patton Oswalt: My Weakness Is Strong
27721,2007-01-01,0.0,95.0,In Bar
27834,2001-05-12,0.0,88.0,CQ
31410,1985-08-01,0.0,98.0,My Sweet Little Village
31952,1970-10-04,0.0,91.0,The Vampire Lovers
18,1997-05-07,2.6392018E8,126.0,The Fifth Element
74,2005-06-28,5.91739379E8,116.0,War of the Worlds
76,1995-01-27,5535405.0,105.0,Before Sunrise
79,2002-12-19,1.77394432E8,99.0,Hero
81,1984-03-11,3301446.0,117.0,Nausica채 of the Valley of the Wind
85,1981-06-12,3.89925971E8,115.0,Raiders of the Lost Ark
86,2006-02-10,0.0,105.0,The Elementary Particles
92,1998-08-12,0.0,94.0,Megacities
100,1998-03-05,3897569.0,105.0,Lock_ Stock and Two Smoking Barrels
140,2004-03-19,4.0266982E7,106.0,Bad Education
141,2001-01-18,1270522.0,113.0,Donnie Darko
640,2002-12-25,3.52114312E8,141.0,Catch Me If You Can
653,1922-03-15,0.0,94.0,Nosferatu
707,1985-05-24,1.5242796E8,131.0,A View to a Kill
765,1987-03-13,5923044.0,84.0,Evil Dead II
805,1968-06-12,3.3395426E7,136.0,Rosemary"s Baby
818,2002-07-26,2.96655431E8,94.0,Austin Powers in Goldmember
849,1983-07-29,1.651946E7,117.0,Krull
880,1995-09-12,0.0,102.0,Antonia"s Line
3,1986-10-16,0.0,76.0,Shadows in Paradise
35,2007-07-25,5.27068851E8,87.0,The Simpsons Movie
58,2006-06-20,1.065659812E9,151.0,Pirates of the Caribbean: Dead Man"s Chest
63,1995-12-29,1.6884E8,129.0,Twelve Monkeys
64,2002-03-14,5.100155E7,112.0,Talk to Her
89,1989-05-24,4.74171806E8,127.0,Indiana Jones and the Last Crusade
97,1982-07-09,3.3E7,96.0,Tron
105,1985-07-03,3.81109762E8,116.0,Back to the Future
122,2003-12-01,1.118888979E9,201.0,The Lord of the Rings: The Return of the King
154,1982-06-03,9.68E7,113.0,Star Trek II: The Wrath of Khan
159,1994-10-05,0.0,90.0,Maybe... Maybe Not
166,1980-01-01,0.0,110.0,The Party
177,1991-09-09,4.1895491E7,137.0,The Fisher King
179,2005-04-08,1.62944923E8,128.0,The Interpreter
206,2003-01-01,0.0,89.0,Paradise Found
229,1935-04-21,0.0,75.0,Bride of Frankenstein
249,1989-12-08,0.0,116.0,The War of the Roses
262,1982-12-18,0.0,109.0,The King of Comedy
269,1960-03-16,0.0,90.0,Breathless
276,2004-10-25,0.0,127.0,The Edukators
281,1995-10-13,7959291.0,145.0,Strange Days
326,2006-08-06,6.2022014E7,105.0,Snakes on a Plane
332,1999-07-23,0.0,78.0,Inspector Gadget
333,2002-01-01,0.0,101.0,Bollywood/Hollywood
334,1999-12-08,4.8451803E7,188.0,Magnolia
340,2005-09-16,2697930.0,106.0,Everything is Illuminated
346,1954-04-26,271841.0,207.0,Seven Samurai
379,1990-09-21,5080409.0,115.0,Miller"s Crossing
383,1986-02-05,0.0,78.0,Mala Noche
407,1998-10-15,0.0,93.0,Short Sharp Shock
423,2002-09-24,1.20072577E8,150.0,The Pianist
428,2006-10-11,0.0,97.0,Summer "04
445,2005-05-02,3.6E7,117.0,Cach챕
451,1995-10-27,4.98E7,112.0,Leaving Las Vegas
464,2004-09-03,0.0,132.0,As It Is in Heaven
465,1988-03-03,0.0,88.0,Junior Size 36
475,1967-07-18,5.07E7,111.0,Bonnie and Clyde
479,2000-06-15,1.07196498E8,99.0,Shaft
493,1972-06-08,1.0E7,104.0,Shaft"s Big Score!
501,2005-08-12,0.0,103.0,Grizzly Man
504,2003-11-16,6.0378584E7,110.0,Monster
507,1993-10-01,418961.0,96.0,Killing Zoe
513,1996-09-06,501533.0,108.0,Fire
522,1994-09-27,5887457.0,127.0,Ed Wood
534,2009-05-20,3.71353001E8,115.0,Terminator Salvation
547,1998-05-14,1.86883563E8,170.0,The Horse Whisperer
580,1987-07-17,5.1881013E7,89.0,Jaws: The Revenge
596,1940-03-15,0.0,129.0,The Grapes of Wrath
599,1950-08-10,5000000.0,110.0,Sunset Boulevard
612,2005-12-22,1.30358911E8,164.0,Munich
662,1962-02-16,0.0,28.0,La Jet챕e
703,1977-04-19,3.8251425E7,93.0,Annie Hall
891,1976-04-04,7.06E7,138.0,All the President"s Men
898,1962-07-03,3100000.0,147.0,Birdman of Alcatraz
902,1995-05-16,1738611.0,108.0,The City of Lost Children
917,1957-02-13,0.0,172.0,Mother India
929,1998-05-20,3.79014294E8,139.0,Godzilla
940,1938-07-26,0.0,96.0,The Lady Vanishes
950,2006-03-23,6.6094078E8,91.0,Ice Age: The Meltdown
951,1990-12-21,2.01957688E8,111.0,Kindergarten Cop
954,1996-05-22,4.57696359E8,110.0,Mission: Impossible
955,2000-05-24,5.46388105E8,123.0,Mission: Impossible II
966,1960-10-22,4905000.0,128.0,The Magnificent Seven
968,1975-08-11,4.6665856E7,125.0,Dog Day Afternoon
982,1962-10-24,9.610591E7,126.0,The Manchurian Candidate
1023,2005-04-15,0.0,94.0,Adam"s Apples
1090,1999-04-16,1.8564088E7,100.0,The Thirteenth Floor
1091,1982-06-25,1.962976E7,109.0,The Thing
1103,1981-05-22,5.02447E7,99.0,Escape from New York
1124,2006-10-19,1.09676311E8,130.0,The Prestige
1126,2004-06-11,0.0,126.0,In My Father"s Den
1253,2006-12-15,8974829.0,129.0,Breaking and Entering
1257,2007-02-02,6.948549E7,102.0,Because I Said So
1268,2007-03-22,2.29736344E8,90.0,Mr. Bean"s Holiday
1269,2007-03-10,0.0,98.0,The Vexxer
1278,2003-09-01,1.5121165E7,115.0,The Dreamers
1282,2001-01-18,0.0,91.0,Dogtown and Z-Boys
1285,2005-09-30,0.0,91.0,Torrente 3 The Protector
1372,2006-12-07,1.70877916E8,143.0,Blood Diamond
1373,2001-10-01,0.0,127.0,The Discovery of Heaven
1375,1990-10-18,1.19946358E8,104.0,Rocky V
1376,2002-05-21,0.0,106.0,Sweet Sixteen
1381,2006-09-06,1.530489E7,96.0,The Fountain
1382,2005-06-17,0.0,90.0,Me and You and Everyone We Know
1389,1998-06-26,7.7745568E7,123.0,Out of Sight
1441,2006-04-05,5549200.0,96.0,The Contract
4970,2003-11-21,1.41591324E8,98.0,Gothika
207,1989-06-02,2.35860116E8,129.0,Dead Poets Society
671,2001-11-16,9.7647555E8,152.0,Harry Potter and the Philosopher"s Stone
905,1929-01-30,0.0,109.0,Pandora"s Box
1907,2000-02-11,1.44056873E8,119.0,The Beach
2013,2007-05-22,1.9777647E7,112.0,The Diving Bell and the Butterfly
2690,1963-06-04,0.0,135.0,Irma la Douce
5747,1967-07-01,0.0,70.0,Common Law Cabin
26111,1987-09-05,0.0,89.0,More About the Children of Noisy Village
31116,1971-01-01,0.0,100.0,Zaat
47721,1953-09-14,0.0,93.0,Sawdust and Tinsel
393,2004-04-16,1.52159461E8,136.0,Kill Bill: Vol. 2
553,2003-05-19,1.6680836E7,178.0,Dogville
918,1987-03-27,3.9321715E7,95.0,Blind Date
921,2005-06-02,1.08539911E8,144.0,Cinderella Man
948,1978-10-25,7.0E7,91.0,Halloween
1125,2006-12-25,1.5493768E8,134.0,Dreamgirls
1427,2006-09-13,1.32180323E8,147.0,Perfume: The Story of a Murderer
158,1997-02-20,0.0,87.0,Knockin" on Heaven"s Door
173,1954-12-23,2.82E7,127.0,20_000 Leagues Under the Sea
315,1965-08-06,0.0,83.0,Faster_ Pussycat! Kill! Kill!
1641,1999-03-12,9.388818E7,105.0,Forces of Nature
2459,1976-09-22,0.0,105.0,An Elephant Can Be Extremely Deceptive
2616,1989-08-16,7.9258538E7,100.0,Uncle Buck
4105,1989-09-22,4.5892212E7,125.0,Black Rain
7454,2001-09-14,0.0,95.0,The Bunker
30793,1945-12-06,0.0,67.0,House of Dracula
31184,2008-12-03,0.0,103.0,The Accidental Gangster and the Mistaken Courtesean
20,2003-03-07,9726954.0,106.0,My Life Without Me
24,2003-10-10,1.80949E8,111.0,Kill Bill: Vol. 1
224,1977-02-25,0.0,165.0,Man of Marble
236,1994-09-29,1.5119639E7,106.0,Muriel"s Wedding
425,2002-03-10,3.83257136E8,81.0,Ice Age
532,1995-12-24,0.0,30.0,A Close Shave
605,2003-11-05,4.24988211E8,129.0,The Matrix Revolutions
668,1969-12-12,8.1974493E7,142.0,On Her Majesty"s Secret Service
670,2003-01-01,1.4980005E7,120.0,Oldboy
841,1984-12-14,3.092569E7,137.0,Dune
900,1938-02-18,0.0,102.0,Bringing Up Baby
949,1995-12-15,1.87436818E8,170.0,Heat
1277,1999-10-21,585604.0,112.0,Gloomy Sunday
1835,1975-08-08,2000000.0,95.0,Farewell_ My Lovely
1873,1995-05-24,0.0,100.0,Beyond Rangoon
1900,2000-12-27,2.07515725E8,147.0,Traffic
1927,2003-06-19,2.4536048E8,138.0,Hulk
1931,2007-05-16,7.5511123E7,114.0,Stomp the Yard
1941,1960-03-27,2.175E7,208.0,Exodus
1944,2004-07-18,0.0,111.0,The Door in the Floor
1946,1999-04-14,2856712.0,97.0,eXistenZ
1947,2005-09-09,1.8618284E7,108.0,An Unfinished Life
1949,2007-03-02,8.4785914E7,157.0,Zodiac
1951,2005-05-16,674918.0,139.0,Manderlay
1957,2002-05-24,5.1801187E7,114.0,Enough
1958,2002-01-08,0.0,111.0,8 Women
1959,1998-01-23,0.0,113.0,Swept from the Sea
2002,2007-05-30,0.0,104.0,The Last Mistress
2022,2002-06-28,1.71269535E8,96.0,Mr. Deeds
2132,2001-01-01,0.0,94.0,Totally Blonde
2143,1996-09-20,0.0,125.0,Carla"s Song
2176,2001-09-14,2.3619609E7,106.0,The Glass House
2721,1969-02-26,83305.0,127.0,Z
2728,2007-08-11,0.0,100.0,Postal
2731,1992-04-15,0.0,148.0,Indochine
3053,1967-02-01,0.0,108.0,The Fearless Vampire Killers
3088,1946-12-03,0.0,97.0,My Darling Clementine
3159,1974-02-19,0.0,90.0,Frankenstein"s Castle of Freaks
3405,1968-02-02,0.0,88.0,Anyone Can Play
3681,1965-06-22,0.0,108.0,What"s New Pussycat?
4267,1978-01-11,0.0,108.0,Get Out Your Handkerchiefs
4564,2008-05-12,4.15252786E8,145.0,Sex and the City
4857,1968-08-14,0.0,115.0,Farewell_ Friend
4967,2000-04-14,3.7036004E7,127.0,Keeping the Faith
4978,1986-11-21,8.4542002E7,80.0,An American Tail
5147,1968-06-19,0.0,97.0,The Lost Continent
5177,2005-05-13,0.0,100.0,Dark Horse
5470,1999-04-01,1531251.0,95.0,Beowulf
5971,1989-12-15,0.0,106.0,We"re No Angels
6404,1979-04-11,0.0,107.0,Nosferatu the Vampyre
6415,1999-09-27,1.08E8,114.0,Three Kings
6591,1972-03-09,0.0,103.0,What Have You Done to Solange?
7088,2005-12-14,0.0,136.0,Christmas in Boston
7234,1985-10-01,0.0,79.0,Wizards of the Lost Kingdom
7347,2007-10-12,0.0,115.0,Elite Squad
7942,2007-09-06,3.3E7,100.0,Run_ Fatboy_ Run
8338,2008-05-14,1.9844979E7,121.0,Blindness
8656,1998-05-08,1.40464664E8,120.0,Deep Impact
8873,1993-12-10,4.7965E7,95.0,Wayne"s World 2
8966,2008-11-20,3.92616625E8,122.0,Twilight
25753,2001-10-09,0.0,82.0,Children of the Corn: Revelation
25769,2009-09-04,5802422.0,84.0,Carriers
26242,1952-08-12,0.0,83.0,Park Row
31658,1967-11-01,0.0,100.0,Hour of the Gun
34326,1973-01-13,0.0,99.0,The Yakuza Papers_ Vol. 1: Battles Without Honor and Humanity
37736,2004-05-13,0.0,87.0,Take Out
39183,2006-01-01,0.0,97.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
39231,1964-01-29,0.0,120.0,Man"s Favorite Sport?
40629,1987-01-01,0.0,130.0,The Mikado
40819,2009-01-01,0.0,93.0,Best Worst Movie
41569,2004-03-23,0.0,98.0,The Nomi Song
41571,2000-09-07,0.0,6.0,The Heart of the World
41863,2007-11-20,0.0,0.0,Sundome
42418,2003-12-25,0.0,49.0,Young Black Stallion
42734,1965-01-01,0.0,100.0,Dear Brigitte
78,1982-06-25,3.3139618E7,117.0,Blade Runner
842,2004-05-17,3537961.0,95.0,The Assassination of Richard Nixon
69,2005-09-13,1.86438883E8,136.0,Walk the Line
1687,1971-05-20,1.2348905E7,98.0,Escape from the Planet of the Apes
27376,1964-03-25,0.0,94.0,Muscle Beach Party
37731,1995-02-03,0.0,99.0,J철nssonligans st철rsta kupp
49530,2011-10-27,1.73930596E8,109.0,In Time
53129,2005-02-22,0.0,130.0,The Turkish Gambit
55167,1969-10-03,0.0,98.0,Sixtynine
59387,2002-07-03,1.1411644E7,77.0,The Powerpuff Girls Movie
73,1998-10-30,2.3875127E7,119.0,American History X
1892,1983-05-23,5.727E8,135.0,Return of the Jedi
1366,1976-11-21,1.17235147E8,119.0,Rocky
2109,1998-09-18,2.44386864E8,98.0,Rush Hour
2202,1943-10-07,0.0,88.0,Lassie Come Home
2300,1996-11-15,2.502E8,88.0,Space Jam
2470,1992-12-04,0.0,109.0,Belle 횋poque
2662,2003-04-11,1.6829545E7,89.0,House of 1000 Corpses
5065,1966-03-01,0.0,93.0,Carry On Cowboy
118,2005-07-13,4.74968763E8,115.0,Charlie and the Chocolate Factory
203,1973-10-02,3000000.0,110.0,Mean Streets
227,1983-03-25,3.3697647E7,91.0,The Outsiders
228,1930-03-31,0.0,108.0,The Blue Angel
254,2005-12-14,5.5E8,187.0,King Kong
424,1993-11-29,3.21365567E8,195.0,Schindler"s List
426,1958-05-09,2.8E7,128.0,Vertigo
459,1957-12-18,0.0,109.0,Sissi: The Fateful Years of an Empress
523,2006-03-02,0.0,92.0,Requiem
581,1990-11-09,4.24208848E8,181.0,Dances with Wolves
767,2009-07-07,9.33959197E8,153.0,Harry Potter and the Half-Blood Prince
782,1997-09-07,1.2532777E7,106.0,Gattaca
806,2006-06-06,1.19188334E8,110.0,The Omen
869,2001-07-25,3.6221174E8,119.0,Planet of the Apes
947,1962-12-10,6.9995385E7,216.0,Lawrence of Arabia
996,1944-04-24,2500000.0,107.0,Double Indemnity
1018,2001-05-16,2.0117339E7,147.0,Mulholland Drive
1114,2003-06-29,0.0,91.0,The Weeping Camel
1422,2006-10-05,2.89847354E8,151.0,The Departed
1440,2006-10-06,1.4821658E7,136.0,Little Children
1488,2005-06-11,0.0,102.0,Mongolian Ping Pong
1523,2006-09-01,4.802797E7,121.0,The Last King of Scotland
1566,1959-10-21,0.0,103.0,The Bridge
1588,2000-08-25,9.0449929E7,98.0,Bring It On
1598,1991-11-15,1.823E8,128.0,Cape Fear
1620,2007-11-21,9.9965753E7,89.0,Hitman
1624,1997-03-21,3.02710615E8,86.0,Liar Liar
1672,1981-10-21,0.0,108.0,The Professional
1686,1966-09-15,0.0,210.0,Chelsea Girls
1701,1997-06-01,2.24012234E8,115.0,Con Air
1726,2008-04-30,5.85174222E8,126.0,Iron Man
1783,2001-09-02,0.0,108.0,To End All Wars
1785,1990-01-24,0.0,107.0,May Fools
1791,2001-05-14,9801375.0,131.0,The Piano Teacher
1965,1998-06-05,1.28038368E8,107.0,A Perfect Murder
2001,2007-05-25,5.4926886E7,117.0,We Own the Night
2009,2007-08-24,1185783.0,113.0,4 Months_ 3 Weeks and 2 Days
2024,2000-06-28,2.15294342E8,165.0,The Patriot
2078,1916-10-02,0.0,32.0,The Pawnshop
2082,2007-08-31,8.0253908E7,109.0,Halloween
2088,1993-09-13,3275585.0,100.0,Romeo Is Bleeding
2094,1964-11-11,3000000.0,101.0,Roustabout
2112,1999-02-05,1.61626121E8,100.0,Payback
2114,2001-07-02,8.513183E7,106.0,Final Fantasy: The Spirits Within
2116,2003-10-03,5.5495563E7,105.0,Out of Time
2122,2004-04-07,2.6155781E7,98.0,The Whole Ten Yards
2144,2001-04-19,0.0,93.0,One Night at McCool"s
2148,1984-12-14,2.5928721E7,127.0,The Cotton Club
2166,1998-06-09,0.0,86.0,The Revengers" Comedies
2252,2007-09-14,5.5112356E7,100.0,Eastern Promises
2253,2008-12-25,2.00276E8,121.0,Valkyrie
2255,1997-04-04,1.2021272E7,113.0,Chasing Amy
2263,1989-12-22,6263883.0,124.0,Music Box
2264,1981-08-20,0.0,113.0,Lola
2267,2007-02-09,2.7297451E7,94.0,The Last Mimzy
2286,2006-11-15,0.0,125.0,Crusade in Jeans
2307,1995-04-28,0.0,94.0,A Pyromaniac"s Love Story
2320,1996-03-15,1.21969216E8,133.0,Executive Decision
2433,1967-03-08,0.0,124.0,The Young Girls of Rochefort
2454,2008-05-15,4.19651413E8,150.0,The Chronicles of Narnia: Prince Caspian
2457,1945-03-15,0.0,191.0,Children of Paradise
2463,1999-09-23,0.0,93.0,Running Out of Time
2517,2004-08-07,0.0,141.0,Nobody Knows
2577,2003-09-02,0.0,92.0,Code 46
2611,1991-05-24,2.1830957E7,104.0,Only the Lonely
2639,1997-08-26,1.0686841E7,96.0,Deconstructing Harry
2642,2002-12-19,9.3354918E7,101.0,Two Weeks Notice
2687,1992-02-28,1.4358033E7,99.0,Memoirs of an Invisible Man
2749,2001-03-01,5.635998E7,120.0,15 Minutes
2750,2002-02-13,0.0,117.0,24 Hour Party People
2757,2002-12-06,3.2801173E7,114.0,Adaptation.
2787,2000-02-18,5.3187659E7,108.0,Pitch Black
2929,13,null,null,6.4
2966,1997-05-11,0.0,158.0,20_000 Leagues Under the Sea
2977,2007-03-02,3.7311672E7,120.0,Becoming Jane
2989,1981-11-12,2000000.0,102.0,Roar
3035,1931-11-21,1.2E7,71.0,Frankenstein
3063,1933-11-17,0.0,68.0,Duck Soup
3072,1990-11-02,0.0,82.0,Frankenstein Unbound
3074,1942-03-13,0.0,67.0,The Ghost of Frankenstein
3087,1942-06-06,0.0,126.0,Yankee Doodle Dandy
3102,2005-03-13,0.0,120.0,My Step Brother Frankenstein
3111,1954-09-29,0.0,181.0,A Star Is Born
3144,1999-01-01,0.0,88.0,Rock "n" Roll Frankenstein
3478,1972-12-29,0.0,235.0,Ludwig
3483,1968-08-23,0.0,92.0,The Blood of Fu Manchu
3513,1998-12-03,0.0,98.0,Legionnaire
3526,1982-12-03,5000000.0,140.0,Frances
3529,1934-05-25,1423000.0,93.0,The Thin Man
3537,1980-05-16,2.1202829E7,134.0,Fame
3549,2006-02-24,0.0,124.0,After the Wedding
3686,1964-09-17,0.0,94.0,Last of the Renegades
3701,1973-02-21,0.0,90.0,Gang War in Milan
