id,genre_name
79,Drama
79,Adventure
79,Action
79,History
81,Adventure
81,Animation
81,Fantasy
85,Adventure
85,Action
86,Drama
86,Romance
92,Documentary
100,Comedy
100,Crime
140,Crime
140,Drama
140,Romance
140,Thriller
141,Fantasy
141,Drama
141,Mystery
640,Drama
640,Crime
653,Fantasy
653,Horror
707,Adventure
707,Action
707,Thriller
765,Horror
765,Comedy
765,Fantasy
805,Horror
805,Drama
805,Mystery
818,Comedy
818,Crime
818,ScienceFiction
849,Fantasy
849,Action
849,Adventure
880,Drama
880,Comedy
3,Drama
3,Comedy
35,Animation
35,Comedy
35,Family
58,Adventure
58,Fantasy
58,Action
63,ScienceFiction
63,Thriller
63,Mystery
64,Drama
64,Romance
89,Adventure
89,Action
97,ScienceFiction
97,Action
97,Adventure
105,Adventure
105,Comedy
105,ScienceFiction
105,Family
122,Adventure
122,Fantasy
122,Action
154,Action
154,Adventure
154,ScienceFiction
154,Thriller
159,Comedy
159,Drama
166,Drama
166,Romance
166,Comedy
177,Comedy
177,Drama
179,Crime
179,Thriller
206,Drama
229,Horror
229,ScienceFiction
249,Comedy
249,Drama
249,Thriller
262,Comedy
262,Drama
269,Drama
269,Crime
276,Drama
276,Comedy
281,Crime
281,Drama
281,ScienceFiction
281,Thriller
326,Action
326,Crime
326,Horror
326,Thriller
332,Action
332,Adventure
332,Comedy
332,Family
333,Comedy
333,Drama
333,Music
333,Romance
334,Drama
340,Comedy
340,Drama
346,Action
346,Drama
379,Drama
379,Thriller
379,Crime
383,Drama
407,Drama
407,Thriller
423,Drama
423,War
428,Drama
428,Romance
445,Mystery
445,Drama
445,Thriller
451,Drama
451,Romance
464,Romance
464,Drama
464,Comedy
464,Music
465,Romance
465,Drama
475,Crime
475,Drama
479,Action
479,Adventure
479,Crime
479,Thriller
493,Action
493,Adventure
493,Crime
493,Mystery
501,Documentary
504,Crime
504,Drama
507,Action
507,Crime
507,Drama
507,Thriller
513,Drama
513,Romance
522,Comedy
522,Drama
522,History
534,Action
534,ScienceFiction
534,Thriller
547,Drama
547,Romance
580,Adventure
580,Thriller
596,Drama
599,Drama
612,Drama
612,Action
612,History
612,Thriller
662,Romance
662,ScienceFiction
703,Comedy
703,Drama
703,Romance
891,Drama
891,History
891,Mystery
891,Thriller
898,Drama
902,Fantasy
902,ScienceFiction
902,Adventure
917,Drama
929,ScienceFiction
929,Action
929,Thriller
940,Mystery
940,Thriller
950,Animation
950,Family
950,Comedy
950,Adventure
951,Comedy
954,Adventure
954,Action
954,Thriller
955,Adventure
955,Action
955,Thriller
966,Western
968,Crime
968,Drama
968,Thriller
982,Mystery
982,Thriller
1023,Drama
1023,Comedy
1023,Crime
1090,Thriller
1090,ScienceFiction
1090,Mystery
1091,Horror
1091,Mystery
1091,ScienceFiction
1103,ScienceFiction
1103,Action
1124,Drama
1124,Mystery
1124,Thriller
1126,Drama
1126,Thriller
1253,Drama
1253,Romance
1257,Comedy
1268,Family
1268,Comedy
1269,Comedy
1269,Crime
1278,Drama
1278,Romance
1282,Documentary
1285,Comedy
1285,Crime
1372,Drama
1372,Thriller
1372,Action
1373,Drama
1373,Fantasy
1375,Drama
1376,Crime
1376,Drama
1381,Drama
1381,Adventure
1381,ScienceFiction
1381,Romance
1382,Comedy
1382,Drama
1389,Romance
1389,Comedy
1389,Crime
1441,Drama
1441,Action
1441,Thriller
1441,Crime
4970,Horror
4970,Thriller
207,Drama
671,Adventure
671,Fantasy
671,Family
905,Drama
905,Thriller
905,Romance
1907,Drama
1907,Adventure
1907,Romance
1907,Thriller
2013,Drama
2690,Comedy
2690,Romance
5747,Comedy
5747,Drama
26111,Family
31116,Thriller
31116,Fantasy
31116,ScienceFiction
31116,Horror
31116,Drama
47721,Drama
393,Action
393,Crime
393,Thriller
