address,X,Y
30 Ilhyeon-ro Ilsanseo-gu Goyang-si Gyeonggi-do Republic of Korea,126.762204,37.6898487
26 Ilhyeon-ro Ilsanseo-gu Goyang-si Gyeonggi-do Republic of Korea,126.76203400000001,37.689524
67 Ilhyeon-ro Ilsanseo-gu Goyang-si Gyeonggi-do Republic of Korea,126.763655,37.6932482
25 Byeoryangsangga 1-ro Gwacheon-si Gyeonggi-do Republic of Korea,126.992525,37.42826270000001
18 Byeoryangsangga 1-ro Gwacheon-si Gyeonggi-do Republic of Korea,126.992502,37.4275058
942 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856199,37.48259470000001
32-1 Ori-ro 976beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856302,37.4820452
7-15 Gwangmyeong-ro 928beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85651599999998,37.4821175
7-13 Gwangmyeong-ro 928beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85646000000001,37.482000299999996
5 Gwangi-ro 12beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.858658,37.4795973
8-9 Gwangmyeong-ro 928beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856225,37.4809639
12-8 Gwangmyeong-ro 928beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856417,37.4810092
923-1 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85501399999998,37.4814219
206 Mokgam-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85278600000001,37.4815092
4-14 Gwangi-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85836599999999,37.4785968
4-13 Gwangi-ro 12beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85819599999999,37.4790111
182 Mokgam-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85011899999999,37.48116339999999
1010-8 Ori-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85148799999999,37.4805976
1010-15 Ori-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.851431,37.4809579
18 Mokgam-ro 202beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85404299999999,37.4807179
4-5 Ori-ro 984beonan-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85383999999999,37.4802942
9 Mokgam-ro 208beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85274299999999,37.4808875
8 Ori-ro 1004beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.852324,37.48085089999999
11 Ori-ro 985beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85341399999999,37.4785006
906 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.854882,37.4797278
30 Ori-ro 985beonan-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.850449,37.4802088
6 Ori-ro 1009beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.850721,37.479866799999996
33 Gwangmyeong-ro 893beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.850246,37.47974
7 Neobudae-ro 35beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.84854299999999,37.477953799999995
33 Gwanghwa-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.847444,37.4736186
42-10 Gwangmyeong-ro 928beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85977700000001,37.479905
19 Gwangsam-ro 13beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.860003,37.479968299999996
15 Gwangsam-ro 13beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.860026,37.4794908
7 Gwango-ro 17beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85023400000001,37.4747394
3 Gwango-ro 17beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85041399999999,37.47515410000001
6 Gwangmyeong-ro 857beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.852029,37.4759761
4 Gwangmyeong-ro 861beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.852277,37.47626470000001
4-2 Gwango-ro 9beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85093400000001,37.4749115
839-17 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85111599999999,37.47436210000001
3-7 Gwangmyeong-ro 848beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85291200000002,37.475148299999994
8 Gwangsam-ro 5beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85953,37.4786703
6-8 Gwanghwa-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.850779,37.4732084
55 Ori-ro 984beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856082,37.4843244
5 Gwangmyeong-ro 952beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85701100000001,37.4835507
950-1 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.85656999999999,37.483406
948 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.856435,37.4831716
943-1 Gwangmyeong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.855768,37.4830717
9-15 Gwangmyeong-ro 951beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.855033,37.483296
6-4 Yeongdang-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.87888999999998,37.4345426
464 Geumha-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88401999999999,37.4484414
109 Soha-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.885493,37.4459561
20 Soha-ro 109beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88548,37.4475689
458 Geumha-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.883297,37.4483776
12 Soha-ro 92beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88229399999999,37.446953
21 Soha-ro 76beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88231599999999,37.447250399999994
11 Soha-ro 92beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.882204,37.446439399999996
24 Iljik-ro 12beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.881827,37.42084129999999
22 Iljik-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.884106,37.422321200000006
28 Iljik-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.884717,37.4220605
19 Iljik-ro 12beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88270800000001,37.421031400000004
5 Deokan-ro 77beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.884424,37.4214475
6 Singi-ro 17beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88394,37.4206091
4 Singi-ro 17beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.883827,37.4203748
16 Yangji-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.880692,37.417173
28 Gwangmyeongyeok-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.888575,37.41796470000001
26 Gwangmyeongyeok-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.88536200000001,37.4140962
7 Yangdal-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.880076,37.4136854
7 Sicheong-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.86307099999999,37.4776294
30 Ori-ro 876beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.86699399999999,37.4773816
26 Ori-ro 876beon-gil Gwangmyeong-si Gyeonggi-do Republic of Korea,126.866723,37.4773723
887 Ori-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.86403500000002,37.4761078
1002 Beoman-ro Gwangmyeong-si Gyeonggi-do Republic of Korea,126.875266,37.459677
